trans_id,lang,translation,category,station_sid,course_sid
もみじが丘中央,zh-tw,紅葉丘中央,stop_name,6bef26dc-a25b-4f45-b17a-473f31c6c1e7,
もみじが丘南,ja,もみじが丘南,stop_name,546f77b6-b49a-4a85-a479-2b31e63488de,
もみじが丘南,ja-Hrkt,もみじがおかみなみ,stop_name,546f77b6-b49a-4a85-a479-2b31e63488de,
もみじが丘南,en,Momijigaoka-minami,stop_name,546f77b6-b49a-4a85-a479-2b31e63488de,
もみじが丘南,ko,모미지가오카 미나미,stop_name,546f77b6-b49a-4a85-a479-2b31e63488de,
もみじが丘南,zh-cn,红叶丘南,stop_name,546f77b6-b49a-4a85-a479-2b31e63488de,
もみじが丘南,zh-tw,紅葉丘南,stop_name,546f77b6-b49a-4a85-a479-2b31e63488de,
もみじが丘第二公園,ja,もみじが丘第二公園,stop_name,7ffc6d22-d7d1-4583-91ff-bb4d77d23e6c,
もみじが丘第二公園,ja-Hrkt,もみじがおかだいにこうえん,stop_name,7ffc6d22-d7d1-4583-91ff-bb4d77d23e6c,
もみじが丘第二公園,en,Momijigaoka Daini Koen (Momijigaoka Daini Park),stop_name,7ffc6d22-d7d1-4583-91ff-bb4d77d23e6c,
もみじが丘第二公園,ko,모미지가오카 다이니 공원,stop_name,7ffc6d22-d7d1-4583-91ff-bb4d77d23e6c,
もみじが丘第二公園,zh-cn,红叶丘第二公园,stop_name,7ffc6d22-d7d1-4583-91ff-bb4d77d23e6c,
もみじが丘第二公園,zh-tw,紅葉丘第二公園,stop_name,7ffc6d22-d7d1-4583-91ff-bb4d77d23e6c,
共立ハイツ上,ja,共立ハイツ上,stop_name,557b8466-05cd-41ec-ade0-66b4475fd3a1,
共立ハイツ上,ja-Hrkt,きょうりつはいつかみ,stop_name,557b8466-05cd-41ec-ade0-66b4475fd3a1,
共立ハイツ上,en,Kyoritsu Heights-kami,stop_name,557b8466-05cd-41ec-ade0-66b4475fd3a1,
共立ハイツ上,ko,교리쓰 하이츠 카미,stop_name,557b8466-05cd-41ec-ade0-66b4475fd3a1,
共立ハイツ上,zh-cn,共立公寓上,stop_name,557b8466-05cd-41ec-ade0-66b4475fd3a1,
共立ハイツ上,zh-tw,共立公寓上,stop_name,557b8466-05cd-41ec-ade0-66b4475fd3a1,
共立ハイツ,ja,共立ハイツ,stop_name,7d407a1a-98a2-4234-898a-f5c715da4929,
共立ハイツ,ja-Hrkt,きょうりつはいつ,stop_name,7d407a1a-98a2-4234-898a-f5c715da4929,
共立ハイツ,en,Kyoritsu Heights,stop_name,7d407a1a-98a2-4234-898a-f5c715da4929,
共立ハイツ,ko,교리쓰 하이츠,stop_name,7d407a1a-98a2-4234-898a-f5c715da4929,
共立ハイツ,zh-cn,共立公寓,stop_name,7d407a1a-98a2-4234-898a-f5c715da4929,
共立ハイツ,zh-tw,共立公寓,stop_name,7d407a1a-98a2-4234-898a-f5c715da4929,
五月が丘３丁目,ja,五月が丘３丁目,stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘３丁目,ja-Hrkt,さつきがおかさんちょうめ,stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘３丁目,en,Satsukigaoka-sanchome (Satsukigaoka 3),stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘３丁目,ko,사쓰키가오카 3초메,stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘３丁目,zh-cn,五月丘三丁目,stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘３丁目,zh-tw,五月丘三丁目,stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘三丁目,ja,五月が丘三丁目,stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘三丁目,ja-Hrkt,さつきがおかさんちょうめ,stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘三丁目,en,Satsukigaoka-sanchome (Satsukigaoka 3),stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘三丁目,ko,사쓰키가오카 3초메,stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘三丁目,zh-cn,五月丘三丁目,stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘三丁目,zh-tw,五月丘三丁目,stop_name,1a3c6c5f-18d7-4b68-989c-00b1be769faa,
五月が丘２丁目,ja,五月が丘２丁目,stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘２丁目,ja-Hrkt,さつきがおかにちょうめ,stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘２丁目,en,Satsukigaoka-nichome (Satsukigaoka 2),stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘２丁目,ko,사쓰키가오카 2초메,stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘２丁目,zh-cn,五月丘二丁目,stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘２丁目,zh-tw,五月丘二丁目,stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘二丁目,ja,五月が丘二丁目,stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘二丁目,ja-Hrkt,さつきがおかにちょうめ,stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘二丁目,en,Satsukigaoka-nichome (Satsukigaoka 2),stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
五月が丘二丁目,ko,사쓰키가오카 2초메,stop_name,b08916ae-4f84-46d4-af79-f4e3653309e3,
