table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ja-Hrkt,ツツミ,145 1,,
stops,stop_name,en,Tsutsumi,145 1,,
stops,stop_name,ko,쓰쓰미,145 1,,
stops,stop_name,zh-cn,堤,145 1,,
stops,stop_name,zh-tw,堤,145 1,,
stops,stop_name,ja,天満町,147 1,,
stops,stop_name,ja-Hrkt,テンマチョウ,147 1,,
stops,stop_name,en,Tenmacho,147 1,,
stops,stop_name,ko,덴마초,147 1,,
stops,stop_name,zh-cn,天满町,147 1,,
stops,stop_name,zh-tw,天滿町,147 1,,
stops,stop_name,ja,天満町,147 2,,
stops,stop_name,ja-Hrkt,テンマチョウ,147 2,,
stops,stop_name,en,Tenmacho,147 2,,
stops,stop_name,ko,덴마초,147 2,,
stops,stop_name,zh-cn,天满町,147 2,,
stops,stop_name,zh-tw,天滿町,147 2,,
stops,stop_name,ja,天理教前,148 1,,
stops,stop_name,ja-Hrkt,テンリキョウマエ,148 1,,
stops,stop_name,en,Tenrikyo-mae,148 1,,
stops,stop_name,ko,덴리쿄 마에,148 1,,
stops,stop_name,zh-cn,天理教前,148 1,,
stops,stop_name,zh-tw,天理教前,148 1,,
stops,stop_name,ja,因島北ⅠＣ入口,15 1,,
stops,stop_name,ja-Hrkt,インノシマキタインタ,15 1,,
stops,stop_name,en,Innoshima-kita Inter-iriguchi,15 1,,
stops,stop_name,ko,인노시마키타 인터입구,15 1,,
stops,stop_name,zh-cn,因岛北IC入口,15 1,,
stops,stop_name,zh-tw,因島北IC入口,15 1,,
stops,stop_name,ja,因島北ⅠＣ入口,15 2,,
stops,stop_name,ja-Hrkt,インノシマキタインタ,15 2,,
stops,stop_name,en,Innoshima-kita Inter-iriguchi,15 2,,
stops,stop_name,ko,인노시마키타 인터입구,15 2,,
stops,stop_name,zh-cn,因岛北IC入口,15 2,,
stops,stop_name,zh-tw,因島北IC入口,15 2,,
stops,stop_name,ja,東西橋,150 1,,
stops,stop_name,ja-Hrkt,トウザイバシ,150 1,,
stops,stop_name,en,Tozaibashi,150 1,,
stops,stop_name,ko,도자이바시,150 1,,
stops,stop_name,zh-cn,东西桥,150 1,,
stops,stop_name,zh-tw,東西橋,150 1,,
stops,stop_name,ja,東西橋,150 2,,
stops,stop_name,ja-Hrkt,トウザイバシ,150 2,,
stops,stop_name,en,Tozaibashi,150 2,,
stops,stop_name,ko,도자이바시,150 2,,
stops,stop_name,zh-cn,东西桥,150 2,,
stops,stop_name,zh-tw,東西橋,150 2,,
stops,stop_name,ja,徳島,151 1,,
stops,stop_name,ja-Hrkt,トクシマ,151 1,,
stops,stop_name,en,Tokushima,151 1,,
stops,stop_name,ko,도쿠시마,151 1,,
stops,stop_name,zh-cn,德岛,151 1,,
stops,stop_name,zh-tw,德島,151 1,,
stops,stop_name,ja,徳島,151 2,,
stops,stop_name,ja-Hrkt,トクシマ,151 2,,
stops,stop_name,en,Tokushima,151 2,,
stops,stop_name,ko,도쿠시마,151 2,,
stops,stop_name,zh-cn,德岛,151 2,,
stops,stop_name,zh-tw,德島,151 2,,
stops,stop_name,ja,鳴滝登山口,152 1,,
stops,stop_name,ja-Hrkt,ナルタキトザングチ,152 1,,
stops,stop_name,en,Narutaki Tozanguchi,152 1,,
stops,stop_name,ko,나루타키 토잔구치,152 1,,
stops,stop_name,zh-cn,鸣泷登山口,152 1,,
stops,stop_name,zh-tw,鳴瀧登山口,152 1,,
stops,stop_name,ja,鳴滝登山口,152 10,,
stops,stop_name,ja-Hrkt,ナルタキトザングチ,152 10,,
stops,stop_name,en,Narutaki Tozanguchi,152 10,,
stops,stop_name,ko,나루타키 토잔구치,152 10,,
stops,stop_name,zh-cn,鸣泷登山口,152 10,,
stops,stop_name,zh-tw,鳴瀧登山口,152 10,,
stops,stop_name,ja,長江一丁目,153 1,,
stops,stop_name,ja-Hrkt,ナガエイッチョウメ,153 1,,
stops,stop_name,en,Nagae-itchome (Nagae 1),153 1,,
stops,stop_name,ko,나가에 1초메,153 1,,
stops,stop_name,zh-cn,长江一丁目,153 1,,
stops,stop_name,zh-tw,長江一丁目,153 1,,
stops,stop_name,ja,長江一丁目,153 2,,
stops,stop_name,ja-Hrkt,ナガエイッチョウメ,153 2,,
stops,stop_name,en,Nagae-itchome (Nagae 1),153 2,,
stops,stop_name,ko,나가에 1초메,153 2,,
stops,stop_name,zh-cn,长江一丁目,153 2,,
stops,stop_name,zh-tw,長江一丁目,153 2,,
stops,stop_name,ja,長江口,154 1,,
stops,stop_name,ja-Hrkt,ナガエグチ,154 1,,
stops,stop_name,en,Nagae-guchi,154 1,,
stops,stop_name,ko,나가에구치,154 1,,
stops,stop_name,zh-cn,长江口,154 1,,
stops,stop_name,zh-tw,長江口,154 1,,
stops,stop_name,ja,長江口,154 10,,
stops,stop_name,ja-Hrkt,ナガエグチ,154 10,,
stops,stop_name,en,Nagae-guchi,154 10,,
stops,stop_name,ko,나가에구치,154 10,,
stops,stop_name,zh-cn,长江口,154 10,,
stops,stop_name,zh-tw,長江口,154 10,,
stops,stop_name,ja,長江口,154 2,,
stops,stop_name,ja-Hrkt,ナガエグチ,154 2,,
stops,stop_name,en,Nagae-guchi,154 2,,
stops,stop_name,ko,나가에구치,154 2,,
stops,stop_name,zh-cn,长江口,154 2,,
stops,stop_name,zh-tw,長江口,154 2,,
stops,stop_name,ja,長江口,154 3,,
stops,stop_name,ja-Hrkt,ナガエグチ,154 3,,
stops,stop_name,en,Nagae-guchi,154 3,,
stops,stop_name,ko,나가에구치,154 3,,
stops,stop_name,zh-cn,长江口,154 3,,
stops,stop_name,zh-tw,長江口,154 3,,
stops,stop_name,ja,長江口,154 4,,
stops,stop_name,ja-Hrkt,ナガエグチ,154 4,,
stops,stop_name,en,Nagae-guchi,154 4,,
stops,stop_name,ko,나가에구치,154 4,,
stops,stop_name,zh-cn,长江口,154 4,,
stops,stop_name,zh-tw,長江口,154 4,,
stops,stop_name,ja,尾道長江郵便局前,156 1,,
stops,stop_name,ja-Hrkt,オノミチナガエユウビンキョクマエ,156 1,,
stops,stop_name,en,Onomichi Nagae Yubinkyoku-mae (Onomichi Nagae Post Office),156 1,,
stops,stop_name,ko,오노미치 나가에 우체국 마에,156 1,,
stops,stop_name,zh-cn,尾道长江邮局前,156 1,,
stops,stop_name,zh-tw,尾道長江郵局前,156 1,,
stops,stop_name,ja,尾道長江郵便局前,156 2,,
stops,stop_name,ja-Hrkt,オノミチナガエユウビンキョクマエ,156 2,,
stops,stop_name,en,Onomichi Nagae Yubinkyoku-mae (Onomichi Nagae Post Office),156 2,,
stops,stop_name,ko,오노미치 나가에 우체국 마에,156 2,,
stops,stop_name,zh-cn,尾道长江邮局前,156 2,,
stops,stop_name,zh-tw,尾道長江郵局前,156 2,,
stops,stop_name,ja,みなと小学校下,157 1,,
stops,stop_name,ja-Hrkt,ミナトショウカッコウシタ,157 1,,
stops,stop_name,en,Minato Shogakko-shita (Minato Elementary School-Shita),157 1,,
stops,stop_name,ko,미나토 초등학교 시타,157 1,,
stops,stop_name,zh-cn,港小学下,157 1,,
stops,stop_name,zh-tw,港小學下,157 1,,
stops,stop_name,ja,みなと小学校下,157 2,,
stops,stop_name,ja-Hrkt,ミナトショウカッコウシタ,157 2,,
stops,stop_name,en,Minato Shogakko-shita (Minato Elementary School-Shita),157 2,,
stops,stop_name,ko,미나토 초등학교 시타,157 2,,
stops,stop_name,zh-cn,港小学下,157 2,,
stops,stop_name,zh-tw,港小學下,157 2,,
stops,stop_name,ja,長江二丁目,158 1,,
stops,stop_name,ja-Hrkt,ナガエニチョウメ,158 1,,
stops,stop_name,en,Nagae-nichome (Nagae 2),158 1,,
stops,stop_name,ko,나가에 2초메,158 1,,
stops,stop_name,zh-cn,长江二丁目,158 1,,
stops,stop_name,zh-tw,長江二丁目,158 1,,
stops,stop_name,ja,長江二丁目,158 2,,
stops,stop_name,ja-Hrkt,ナガエニチョウメ,158 2,,
stops,stop_name,en,Nagae-nichome (Nagae 2),158 2,,
stops,stop_name,ko,나가에 2초메,158 2,,
stops,stop_name,zh-cn,长江二丁目,158 2,,
stops,stop_name,zh-tw,長江二丁目,158 2,,
stops,stop_name,ja,中越,159 1,,
stops,stop_name,ja-Hrkt,ナカゴシ,159 1,,
stops,stop_name,en,Nakagoshi,159 1,,
stops,stop_name,ko,나카고시,159 1,,
stops,stop_name,zh-cn,中越,159 1,,
stops,stop_name,zh-tw,中越,159 1,,
stops,stop_name,ja,中越,159 2,,
stops,stop_name,ja-Hrkt,ナカゴシ,159 2,,
stops,stop_name,en,Nakagoshi,159 2,,
stops,stop_name,ko,나카고시,159 2,,
stops,stop_name,zh-cn,中越,159 2,,
stops,stop_name,zh-tw,中越,159 2,,
stops,stop_name,ja,因島大橋,16 1,,
stops,stop_name,ja-Hrkt,インノシマオオハシ,16 1,,
stops,stop_name,en,Innoshima-ohashi (Innoshima Bridge),16 1,,
stops,stop_name,ko,인노시마 대교,16 1,,
stops,stop_name,zh-cn,因岛大桥,16 1,,
stops,stop_name,zh-tw,因島大橋,16 1,,
stops,stop_name,ja,因島大橋,16 2,,
stops,stop_name,ja-Hrkt,インノシマオオハシ,16 2,,
stops,stop_name,en,Innoshima-ohashi (Innoshima Bridge),16 2,,
stops,stop_name,ko,인노시마 대교,16 2,,
stops,stop_name,zh-cn,因岛大桥,16 2,,
stops,stop_name,zh-tw,因島大橋,16 2,,
stops,stop_name,ja,中州,160 1,,
stops,stop_name,ja-Hrkt,ナカス,160 1,,
stops,stop_name,en,Nakasu,160 1,,
stops,stop_name,ko,나카스,160 1,,
stops,stop_name,zh-cn,中洲,160 1,,
stops,stop_name,zh-tw,中洲,160 1,,
stops,stop_name,ja,なかた美術館前,161 1,,
stops,stop_name,ja-Hrkt,ナカタビジュツカンマ,161 1,,
stops,stop_name,en,Nakata Bijutsukan-mae (Nakata Art Museum),161 1,,
stops,stop_name,ko,나카타 미술관,161 1,,
stops,stop_name,zh-cn,中田美术馆前,161 1,,
stops,stop_name,zh-tw,中田美術館前,161 1,,
stops,stop_name,ja,なかた美術館前,161 2,,
stops,stop_name,ja-Hrkt,ナカタビジュツカンマ,161 2,,
stops,stop_name,en,Nakata Bijutsukan-mae (Nakata Art Museum),161 2,,
stops,stop_name,ko,나카타 미술관,161 2,,
stops,stop_name,zh-cn,中田美术馆前,161 2,,
stops,stop_name,zh-tw,中田美術館前,161 2,,
stops,stop_name,ja,中富浜,162 1,,
stops,stop_name,ja-Hrkt,ナカトミハマ,162 1,,
stops,stop_name,en,Naka-tomihama,162 1,,
stops,stop_name,ko,나카 토미하마,162 1,,
stops,stop_name,zh-cn,中富浜,162 1,,
stops,stop_name,zh-tw,中富濱,162 1,,
stops,stop_name,ja,中野,163 1,,
stops,stop_name,ja-Hrkt,ナカノ,163 1,,
stops,stop_name,en,Nakano,163 1,,
stops,stop_name,ko,나카노,163 1,,
stops,stop_name,zh-cn,中野,163 1,,
stops,stop_name,zh-tw,中野,163 1,,
stops,stop_name,ja,西御所,164 1,,
stops,stop_name,ja-Hrkt,ニシゴショ,164 1,,
stops,stop_name,en,Nishi-gosho,164 1,,
stops,stop_name,ko,니시 고쇼,164 1,,
stops,stop_name,zh-cn,西御所,164 1,,
stops,stop_name,zh-tw,西禦所,164 1,,
stops,stop_name,ja,西御所,164 2,,
stops,stop_name,ja-Hrkt,ニシゴショ,164 2,,
stops,stop_name,en,Nishi-gosho,164 2,,
stops,stop_name,ko,니시 고쇼,164 2,,
stops,stop_name,zh-cn,西御所,164 2,,
stops,stop_name,zh-tw,西禦所,164 2,,
stops,stop_name,ja,西富浜,165 1,,
stops,stop_name,ja-Hrkt,ニシトミハマ,165 1,,
stops,stop_name,en,Nishi-tomihama,165 1,,
stops,stop_name,ko,니시토미하마,165 1,,
stops,stop_name,zh-cn,西富浜,165 1,,
stops,stop_name,zh-tw,西富濱,165 1,,
stops,stop_name,ja,きららラポール桜並木前,166 1,,
stops,stop_name,ja-Hrkt,キラララポールサクラナミキマエ,166 1,,
stops,stop_name,en,Kirara Rapport Sakuranamiki-mae,166 1,,
stops,stop_name,ko,키라라 라포루 사쿠라나미키 마에,166 1,,
stops,stop_name,zh-cn,KIRARA Rapport 樱并木前,166 1,,
stops,stop_name,zh-tw,KIRARA Rapport 櫻並木前,166 1,,
stops,stop_name,ja,きららラポール桜並木前,166 2,,
stops,stop_name,ja-Hrkt,キラララポールサクラナミキマエ,166 2,,
stops,stop_name,en,Kirara Rapport Sakuranamiki-mae,166 2,,
stops,stop_name,ko,키라라 라포루 사쿠라나미키 마에,166 2,,
stops,stop_name,zh-cn,KIRARA Rapport 樱并木前,166 2,,
stops,stop_name,zh-tw,KIRARA Rapport 櫻並木前,166 2,,
stops,stop_name,ja,西藤小学校入口,167 1,,
stops,stop_name,ja-Hrkt,ニシフジショウガッコウイリグチ,167 1,,
stops,stop_name,en,Nishifuji Shogakko-iriguchi(Nishifuji Elementary School Entrance),167 1,,
stops,stop_name,ko,니시후지 초등학교 입구,167 1,,
stops,stop_name,zh-cn,西藤小学入口,167 1,,
stops,stop_name,zh-tw,西藤小學入口,167 1,,
stops,stop_name,ja,二番潟,168 1,,
stops,stop_name,ja-Hrkt,ニバンガタ,168 1,,
stops,stop_name,en,Nibangata,168 1,,
stops,stop_name,ko,니반가타,168 1,,
stops,stop_name,zh-cn,二番潟,168 1,,
stops,stop_name,zh-tw,二番潟,168 1,,
stops,stop_name,ja,二番潟,168 2,,
stops,stop_name,ja-Hrkt,ニバンガタ,168 2,,
stops,stop_name,en,Nibangata,168 2,,
stops,stop_name,ko,니반가타,168 2,,
stops,stop_name,zh-cn,二番潟,168 2,,
stops,stop_name,zh-tw,二番潟,168 2,,
stops,stop_name,ja,田辺クリニック前,169 1,,
stops,stop_name,ja-Hrkt,タナベクリニックマエ,169 1,,
stops,stop_name,en,Tanabe Clinic-mae,169 1,,
stops,stop_name,ko,다나베 클리닉,169 1,,
stops,stop_name,zh-cn,田边诊所前前,169 1,,
stops,stop_name,zh-tw,田邊診所前前,169 1,,
stops,stop_name,ja,田辺クリニック前,169 2,,
stops,stop_name,ja-Hrkt,タナベクリニックマエ,169 2,,
stops,stop_name,en,Tanabe Clinic-mae,169 2,,
stops,stop_name,ko,다나베 클리닉,169 2,,
stops,stop_name,zh-cn,田边诊所前前,169 2,,
stops,stop_name,zh-tw,田邊診所前前,169 2,,
stops,stop_name,ja,因島総合支所前,17 10,,
stops,stop_name,ja-Hrkt,インノシマソウゴウシ,17 10,,
stops,stop_name,en,Innoshima Sogoshisho-mae (Innoshima General Branch Office),17 10,,
stops,stop_name,ko,인노시마 종합 지소,17 10,,
stops,stop_name,zh-cn,因岛综合支所前,17 10,,
stops,stop_name,zh-tw,因島綜合支所前,17 10,,
stops,stop_name,ja,因島総合支所前,17 2,,
stops,stop_name,ja-Hrkt,インノシマソウゴウシ,17 2,,
stops,stop_name,en,Innoshima Sogoshisho-mae (Innoshima General Branch Office),17 2,,
stops,stop_name,ko,인노시마 종합 지소,17 2,,
stops,stop_name,zh-cn,因岛综合支所前,17 2,,
stops,stop_name,zh-tw,因島綜合支所前,17 2,,
stops,stop_name,ja,則末,170 1,,
stops,stop_name,ja-Hrkt,ノリスエ,170 1,,
stops,stop_name,en,Norisue,170 1,,
stops,stop_name,ko,노리스에,170 1,,
stops,stop_name,zh-cn,则末,170 1,,
stops,stop_name,zh-tw,則末,170 1,,
stops,stop_name,ja,則末,170 2,,
stops,stop_name,ja-Hrkt,ノリスエ,170 2,,
stops,stop_name,en,Norisue,170 2,,
stops,stop_name,ko,노리스에,170 2,,
stops,stop_name,zh-cn,则末,170 2,,
stops,stop_name,zh-tw,則末,170 2,,
stops,stop_name,ja,バイパス東口,171 1,,
stops,stop_name,ja-Hrkt,バイパスヒガシグチ,171 1,,
stops,stop_name,en,Bypass-higashiguchi,171 1,,
stops,stop_name,ko,바이패스 히가시구치,171 1,,
stops,stop_name,zh-cn,旁路东口,171 1,,
stops,stop_name,zh-tw,旁路東口,171 1,,
stops,stop_name,ja,バイパス東口,171 10,,
stops,stop_name,ja-Hrkt,バイパスヒガシグチ,171 10,,
stops,stop_name,en,Bypass-higashiguchi,171 10,,
stops,stop_name,ko,바이패스 히가시구치,171 10,,
stops,stop_name,zh-cn,旁路东口,171 10,,
stops,stop_name,zh-tw,旁路東口,171 10,,
stops,stop_name,ja,バイパス東口,171 2,,
stops,stop_name,ja-Hrkt,バイパスヒガシグチ,171 2,,
stops,stop_name,en,Bypass-higashiguchi,171 2,,
stops,stop_name,ko,바이패스 히가시구치,171 2,,
stops,stop_name,zh-cn,旁路东口,171 2,,
stops,stop_name,zh-tw,旁路東口,171 2,,
stops,stop_name,ja,はきもの資料館前,172 1,,
stops,stop_name,ja-Hrkt,ハキモノシリョウカン,172 1,,
stops,stop_name,en,Hakimono Shiryokan-mae (Matsunaga Footwear Museum),172 1,,
stops,stop_name,ko,신발 박물관,172 1,,
stops,stop_name,zh-cn,鞋类博物馆前,172 1,,
stops,stop_name,zh-tw,鞋類博物館前,172 1,,
stops,stop_name,ja,はきもの資料館前,172 2,,
stops,stop_name,ja-Hrkt,ハキモノシリョウカン,172 2,,
stops,stop_name,en,Hakimono Shiryokan-mae (Matsunaga Footwear Museum),172 2,,
stops,stop_name,ko,신발 박물관,172 2,,
stops,stop_name,zh-cn,鞋类博物馆前,172 2,,
stops,stop_name,zh-tw,鞋類博物館前,172 2,,
stops,stop_name,ja,畠岡,173 1,,
stops,stop_name,ja-Hrkt,ハタオカ,173 1,,
stops,stop_name,en,Hataoka,173 1,,
stops,stop_name,ko,하타오카,173 1,,
stops,stop_name,zh-cn,畠冈,173 1,,
stops,stop_name,zh-tw,畠岡,173 1,,
stops,stop_name,ja,畠岡,173 2,,
stops,stop_name,ja-Hrkt,ハタオカ,173 2,,
stops,stop_name,en,Hataoka,173 2,,
stops,stop_name,ko,하타오카,173 2,,
stops,stop_name,zh-cn,畠冈,173 2,,
stops,stop_name,zh-tw,畠岡,173 2,,
stops,stop_name,ja,馬場の鼻,174 1,,
stops,stop_name,ja-Hrkt,ババノハナ,174 1,,
stops,stop_name,en,Babanohana,174 1,,
stops,stop_name,ko,바바노하나,174 1,,
stops,stop_name,zh-cn,马场乃鼻,174 1,,
stops,stop_name,zh-tw,馬場乃鼻,174 1,,
stops,stop_name,ja,馬場の鼻,174 2,,
stops,stop_name,ja-Hrkt,ババノハナ,174 2,,
stops,stop_name,en,Babanohana,174 2,,
stops,stop_name,ko,바바노하나,174 2,,
stops,stop_name,zh-cn,马场乃鼻,174 2,,
stops,stop_name,zh-tw,馬場乃鼻,174 2,,
stops,stop_name,ja,土生港前,176 10,,
stops,stop_name,ja-Hrkt,ハブコウマエ,176 10,,
stops,stop_name,en,Habu Port,176 10,,
stops,stop_name,ko,하부 항,176 10,,
stops,stop_name,zh-cn,土生港前,176 10,,
stops,stop_name,zh-tw,土生港前,176 10,,
stops,stop_name,ja,土生港前,176 2,,
stops,stop_name,ja-Hrkt,ハブコウマエ,176 2,,
stops,stop_name,en,Habu Port,176 2,,
stops,stop_name,ko,하부 항,176 2,,
stops,stop_name,zh-cn,土生港前,176 2,,
stops,stop_name,zh-tw,土生港前,176 2,,
stops,stop_name,ja,番所,178 1,,
stops,stop_name,ja-Hrkt,バンショ,178 1,,
stops,stop_name,en,Bansho,178 1,,
stops,stop_name,ko,반쇼,178 1,,
stops,stop_name,zh-cn,番所,178 1,,
stops,stop_name,zh-tw,番所,178 1,,
stops,stop_name,ja,番所,178 2,,
stops,stop_name,ja-Hrkt,バンショ,178 2,,
stops,stop_name,en,Bansho,178 2,,
stops,stop_name,ko,반쇼,178 2,,
stops,stop_name,zh-cn,番所,178 2,,
stops,stop_name,zh-tw,番所,178 2,,
stops,stop_name,ja,東尾道駅,179 1,,
stops,stop_name,ja-Hrkt,ヒガシオノミチエキ,179 1,,
stops,stop_name,en,Higashi-onomichi Sta.,179 1,,
stops,stop_name,ko,히가시오노미치 역,179 1,,
stops,stop_name,zh-cn,东尾道站,179 1,,
stops,stop_name,zh-tw,東尾道站,179 1,,
stops,stop_name,ja,東尾道駅,179 10,,
stops,stop_name,ja-Hrkt,ヒガシオノミチエキ,179 10,,
stops,stop_name,en,Higashi-onomichi Sta.,179 10,,
stops,stop_name,ko,히가시오노미치 역,179 10,,
stops,stop_name,zh-cn,东尾道站,179 10,,
stops,stop_name,zh-tw,東尾道站,179 10,,
stops,stop_name,ja,因島車庫前,18 1,,
stops,stop_name,ja-Hrkt,インノシマシャコマエ,18 1,,
stops,stop_name,en,Innoshima Shako-mae (Innoshima Depot),18 1,,
stops,stop_name,ko,인노시마 차고,18 1,,
stops,stop_name,zh-cn,因岛车库前,18 1,,
stops,stop_name,zh-tw,因島車庫前,18 1,,
stops,stop_name,ja,因島車庫前,18 2,,
stops,stop_name,ja-Hrkt,インノシマシャコマエ,18 2,,
stops,stop_name,en,Innoshima Shako-mae (Innoshima Depot),18 2,,
stops,stop_name,ko,인노시마 차고,18 2,,
stops,stop_name,zh-cn,因岛车库前,18 2,,
stops,stop_name,zh-tw,因島車庫前,18 2,,
stops,stop_name,ja,ベイタウン入口,180 1,,
stops,stop_name,ja-Hrkt,ベイタウンイリグチ,180 1,,
stops,stop_name,en,Bay Town-iriguchi,180 1,,
stops,stop_name,ko,베이타운 이리구치,180 1,,
stops,stop_name,zh-cn,Bay Town入口,180 1,,
stops,stop_name,zh-tw,Bay Town入口,180 1,,
stops,stop_name,ja,ベイタウン入口,180 2,,
stops,stop_name,ja-Hrkt,ベイタウンイリグチ,180 2,,
stops,stop_name,en,Bay Town-iriguchi,180 2,,
stops,stop_name,ko,베이타운 이리구치,180 2,,
stops,stop_name,zh-cn,Bay Town入口,180 2,,
stops,stop_name,zh-tw,Bay Town入口,180 2,,
stops,stop_name,ja,東高前,181 1,,
stops,stop_name,ja-Hrkt,ヒガシコウマエ,181 1,,
stops,stop_name,en,Higashi Ko-mae (Onomichi Higashi High School),181 1,,
stops,stop_name,ko,히가시 고등학교,181 1,,
stops,stop_name,zh-cn,东高前,181 1,,
stops,stop_name,zh-tw,東高前,181 1,,
stops,stop_name,ja,原田内科前,182 1,,
stops,stop_name,ja-Hrkt,ハラダナイカマエ,182 1,,
stops,stop_name,en,Harada Naika-mae (Harada Internal medicine clinic),182 1,,
stops,stop_name,ko,하라다 내과,182 1,,
stops,stop_name,zh-cn,原田内科前,182 1,,
stops,stop_name,zh-tw,原田內科前,182 1,,
stops,stop_name,ja,原田内科前,182 2,,
stops,stop_name,ja-Hrkt,ハラダナイカマエ,182 2,,
stops,stop_name,en,Harada Naika-mae (Harada Internal medicine clinic),182 2,,
stops,stop_name,ko,하라다 내과,182 2,,
stops,stop_name,zh-cn,原田内科前,182 2,,
stops,stop_name,zh-tw,原田內科前,182 2,,
stops,stop_name,ja,尾道学園前,183 1,,
stops,stop_name,ja-Hrkt,オノミチガクエンマエ,183 1,,
stops,stop_name,en,Onomichi Gakuen-mae,183 1,,
stops,stop_name,ko,오노미치가쿠엔 학교,183 1,,
stops,stop_name,zh-cn,尾道学园前,183 1,,
stops,stop_name,zh-tw,尾道學園前,183 1,,
stops,stop_name,ja,尾道学園前,183 2,,
stops,stop_name,ja-Hrkt,オノミチガクエンマエ,183 2,,
stops,stop_name,en,Onomichi Gakuen-mae,183 2,,
stops,stop_name,ko,오노미치가쿠엔 학교,183 2,,
stops,stop_name,zh-cn,尾道学园前,183 2,,
stops,stop_name,zh-tw,尾道學園前,183 2,,
stops,stop_name,ja,干汐,184 1,,
stops,stop_name,ja-Hrkt,ヒシオ,184 1,,
stops,stop_name,en,Hishio,184 1,,
stops,stop_name,ko,히시오,184 1,,
stops,stop_name,zh-cn,干汐,184 1,,
stops,stop_name,zh-tw,幹汐,184 1,,
stops,stop_name,ja,干汐口,185 1,,
stops,stop_name,ja-Hrkt,ヒシオグチ,185 1,,
stops,stop_name,en,Hishio-guchi,185 1,,
stops,stop_name,ko,히시오구치,185 1,,
stops,stop_name,zh-cn,干汐口,185 1,,
stops,stop_name,zh-tw,幹汐口,185 1,,
stops,stop_name,ja,干汐新開,186 1,,
stops,stop_name,ja-Hrkt,ヒシオシンガイ,186 1,,
stops,stop_name,en,Hishioshingai,186 1,,
stops,stop_name,ko,히시오 신가이,186 1,,
stops,stop_name,zh-cn,干汐新开,186 1,,
stops,stop_name,zh-tw,幹汐新開,186 1,,
stops,stop_name,ja,日比小前,187 1,,
stops,stop_name,ja-Hrkt,ヒビショウマエ,187 1,,
stops,stop_name,en,Hibi Sho-mae (Hibizaki Elementary School),187 1,,
stops,stop_name,ko,히비쇼 마에,187 1,,
stops,stop_name,zh-cn,日比小前,187 1,,
stops,stop_name,zh-tw,日比小前,187 1,,
stops,stop_name,ja,日比小前,187 2,,
stops,stop_name,ja-Hrkt,ヒビショウマエ,187 2,,
stops,stop_name,en,Hibi Sho-mae (Hibizaki Elementary School),187 2,,
stops,stop_name,ko,히비쇼 마에,187 2,,
stops,stop_name,zh-cn,日比小前,187 2,,
stops,stop_name,zh-tw,日比小前,187 2,,
stops,stop_name,ja,びんご運動公園,189 10,,
stops,stop_name,ja-Hrkt,ビンゴウンドウコウエ,189 10,,
stops,stop_name,en,Bingo Undo Koen (Bingo Sports Park),189 10,,
stops,stop_name,ko,빈고 운동 공원,189 10,,
stops,stop_name,zh-cn,备后运动公园,189 10,,
stops,stop_name,zh-tw,備後運動公園,189 10,,
stops,stop_name,ja,栗原小学校前,19 1,,
stops,stop_name,ja-Hrkt,クリハラショウガッコウマエ,19 1,,
stops,stop_name,en,Kurihara Shogakko-mae (Kurihara Elementary School),19 1,,
stops,stop_name,ko,구리하라  초등학교 마에,19 1,,
stops,stop_name,zh-cn,栗原小学前,19 1,,
stops,stop_name,zh-tw,栗原小學前,19 1,,
stops,stop_name,ja,栗原小学校前,19 2,,
stops,stop_name,ja-Hrkt,クリハラショウガッコウマエ,19 2,,
stops,stop_name,en,Kurihara Shogakko-mae (Kurihara Elementary School),19 2,,
stops,stop_name,ko,구리하라  초등학교 마에,19 2,,
stops,stop_name,zh-cn,栗原小学前,19 2,,
stops,stop_name,zh-tw,栗原小學前,19 2,,
stops,stop_name,ja,深下組,190 1,,
stops,stop_name,ja-Hrkt,フカシモグミ,190 1,,
stops,stop_name,en,Fukashimogumi,190 1,,
stops,stop_name,ko,후카시모 구미,190 1,,
stops,stop_name,zh-cn,深下组,190 1,,
stops,stop_name,zh-tw,深下組,190 1,,
stops,stop_name,ja,福祉センター前,191 1,,
stops,stop_name,ja-Hrkt,フクシセンターマエ,191 1,,
stops,stop_name,en,Fukushi Center-mae (Welfare Center),191 1,,
stops,stop_name,ko,후쿠시 센터 마에,191 1,,
stops,stop_name,zh-cn,福祉中心前,191 1,,
stops,stop_name,zh-tw,福祉中心前,191 1,,
stops,stop_name,ja,福祉センター前,191 2,,
stops,stop_name,ja-Hrkt,フクシセンターマエ,191 2,,
stops,stop_name,en,Fukushi Center-mae (Welfare Center),191 2,,
stops,stop_name,ko,후쿠시 센터 마에,191 2,,
stops,stop_name,zh-cn,福祉中心前,191 2,,
stops,stop_name,zh-tw,福祉中心前,191 2,,
stops,stop_name,ja,ふくしむら,192 1,,
stops,stop_name,ja-Hrkt,フクシムラ,192 1,,
stops,stop_name,en,Fukushimura,192 1,,
stops,stop_name,ko,후쿠시무라,192 1,,
stops,stop_name,zh-cn,福祉村,192 1,,
stops,stop_name,zh-tw,福祉村,192 1,,
stops,stop_name,ja,ふくしむら,192 2,,
stops,stop_name,ja-Hrkt,フクシムラ,192 2,,
stops,stop_name,en,Fukushimura,192 2,,
stops,stop_name,ko,후쿠시무라,192 2,,
stops,stop_name,zh-cn,福祉村,192 2,,
