table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ja,高須車庫,113 1,,
stops,stop_name,ja-Hrkt,タカスシャコ,113 1,,
stops,stop_name,en,Takasu Shako (Takasu Depot),113 1,,
stops,stop_name,ko,다카스 차고,113 1,,
stops,stop_name,zh-cn,高须车库,113 1,,
stops,stop_name,zh-tw,高須車庫,113 1,,
stops,stop_name,ja,高須車庫,113 10,,
stops,stop_name,ja-Hrkt,タカスシャコ,113 10,,
stops,stop_name,en,Takasu Shako (Takasu Depot),113 10,,
stops,stop_name,ko,다카스 차고,113 10,,
stops,stop_name,zh-cn,高须车库,113 10,,
stops,stop_name,zh-tw,高須車庫,113 10,,
stops,stop_name,ja,商工会議所前,114 1,,
stops,stop_name,ja-Hrkt,ショウコウカイギショ,114 1,,
stops,stop_name,en,Shokokaigisho-mae (Chamber of Commerce),114 1,,
stops,stop_name,ko,쇼코카이기쇼 마에,114 1,,
stops,stop_name,zh-cn,商工会议所前,114 1,,
stops,stop_name,zh-tw,商工會議所前,114 1,,
stops,stop_name,ja,商工会議所前,114 2,,
stops,stop_name,ja-Hrkt,ショウコウカイギショ,114 2,,
stops,stop_name,en,Shokokaigisho-mae (Chamber of Commerce),114 2,,
stops,stop_name,ko,쇼코카이기쇼 마에,114 2,,
stops,stop_name,zh-cn,商工会议所前,114 2,,
stops,stop_name,zh-tw,商工會議所前,114 2,,
stops,stop_name,ja,正徳橋,115 1,,
stops,stop_name,ja-Hrkt,ショウトクバシ,115 1,,
stops,stop_name,en,Shotokubashi,115 1,,
stops,stop_name,ko,쇼토쿠바시,115 1,,
stops,stop_name,zh-cn,正德桥,115 1,,
stops,stop_name,zh-tw,正德橋,115 1,,
stops,stop_name,ja,正徳橋,115 2,,
stops,stop_name,ja-Hrkt,ショウトクバシ,115 2,,
stops,stop_name,en,Shotokubashi,115 2,,
stops,stop_name,ko,쇼토쿠바시,115 2,,
stops,stop_name,zh-cn,正德桥,115 2,,
