table_name,field_name,language,translation,record_id,record_sub_id,field_value,station_sid,course_sid
stops,stop_name,ja,DCM尾道店前,105 1,,,d19a19a0-e927-4aee-bdde-76f4ae902a2f,
stops,stop_name,ja-Hrkt,ディーシーエムオノミチテンマエ,105 1,,,d19a19a0-e927-4aee-bdde-76f4ae902a2f,
stops,stop_name,en,DCM-Onomichiten-mae,105 1,,,d19a19a0-e927-4aee-bdde-76f4ae902a2f,
stops,stop_name,ko,DCM오노미치텐 마에,105 1,,,d19a19a0-e927-4aee-bdde-76f4ae902a2f,
stops,stop_name,zh-cn,DCM尾道店前,105 1,,,d19a19a0-e927-4aee-bdde-76f4ae902a2f,
stops,stop_name,zh-tw,DCM尾道店前,105 1,,,d19a19a0-e927-4aee-bdde-76f4ae902a2f,
stops,stop_name,ja,DCM尾道店前,105 2,,,2411940e-361b-47d5-bc28-adc1e5dfe02d,
stops,stop_name,ja-Hrkt,ディーシーエムオノミチテンマエ,105 2,,,2411940e-361b-47d5-bc28-adc1e5dfe02d,
stops,stop_name,en,DCM-Onomichiten-mae,105 2,,,2411940e-361b-47d5-bc28-adc1e5dfe02d,
stops,stop_name,ko,DCM오노미치텐 마에,105 2,,,2411940e-361b-47d5-bc28-adc1e5dfe02d,
stops,stop_name,zh-cn,DCM尾道店前,105 2,,,2411940e-361b-47d5-bc28-adc1e5dfe02d,
stops,stop_name,zh-tw,DCM尾道店前,105 2,,,2411940e-361b-47d5-bc28-adc1e5dfe02d,
stops,stop_name,ja,三美園,106 1,,,636e3a30-35ac-4441-bdf6-e0c2e429678e,
stops,stop_name,ja-Hrkt,サンビエン,106 1,,,636e3a30-35ac-4441-bdf6-e0c2e429678e,
stops,stop_name,en,Sambien,106 1,,,636e3a30-35ac-4441-bdf6-e0c2e429678e,
