table_name,field_name,language,translation,record_id,record_sub_id,field_value,station_sid,course_sid
stops,stop_name,ko,오이와케,5850 2,,,97cd30c0-dfce-41c3-ad14-7d4b1403daad,
stops,stop_name,zh-cn,追分,5850 2,,,97cd30c0-dfce-41c3-ad14-7d4b1403daad,
stops,stop_name,zh-tw,追分,5850 2,,,97cd30c0-dfce-41c3-ad14-7d4b1403daad,
stops,stop_name,ja,東追分,5860 1,,,d0c6cd7a-0bbf-4638-8a96-3555da46ae25,
stops,stop_name,ja-Hrkt,ひがしおいわけ,5860 1,,,d0c6cd7a-0bbf-4638-8a96-3555da46ae25,
stops,stop_name,en,Higashi-oiwake,5860 1,,,d0c6cd7a-0bbf-4638-8a96-3555da46ae25,
stops,stop_name,ko,히가시오이와케,5860 1,,,d0c6cd7a-0bbf-4638-8a96-3555da46ae25,
stops,stop_name,zh-cn,东追分,5860 1,,,d0c6cd7a-0bbf-4638-8a96-3555da46ae25,
stops,stop_name,zh-tw,東追分,5860 1,,,d0c6cd7a-0bbf-4638-8a96-3555da46ae25,
stops,stop_name,ja,東追分,5860 2,,,60a0904d-8223-4672-9533-545d79cc3eb0,
stops,stop_name,ja-Hrkt,ひがしおいわけ,5860 2,,,60a0904d-8223-4672-9533-545d79cc3eb0,
stops,stop_name,en,Higashi-oiwake,5860 2,,,60a0904d-8223-4672-9533-545d79cc3eb0,
stops,stop_name,ko,히가시오이와케,5860 2,,,60a0904d-8223-4672-9533-545d79cc3eb0,
stops,stop_name,zh-cn,东追分,5860 2,,,60a0904d-8223-4672-9533-545d79cc3eb0,
stops,stop_name,zh-tw,東追分,5860 2,,,60a0904d-8223-4672-9533-545d79cc3eb0,
stops,stop_name,ja,加良地,5870 1,,,cc3f1704-ffb5-47cc-8f0a-b5901cd10a4a,
stops,stop_name,ja-Hrkt,がらじ,5870 1,,,cc3f1704-ffb5-47cc-8f0a-b5901cd10a4a,
stops,stop_name,en,Karachi,5870 1,,,cc3f1704-ffb5-47cc-8f0a-b5901cd10a4a,
stops,stop_name,ko,카라치,5870 1,,,cc3f1704-ffb5-47cc-8f0a-b5901cd10a4a,
stops,stop_name,zh-cn,加良地,5870 1,,,cc3f1704-ffb5-47cc-8f0a-b5901cd10a4a,
stops,stop_name,zh-tw,加良地,5870 1,,,cc3f1704-ffb5-47cc-8f0a-b5901cd10a4a,
stops,stop_name,ja,加良地,5870 2,,,1dbddac8-cb12-4f6f-a9ba-3f0616facd68,
stops,stop_name,ja-Hrkt,がらじ,5870 2,,,1dbddac8-cb12-4f6f-a9ba-3f0616facd68,
stops,stop_name,en,Karachi,5870 2,,,1dbddac8-cb12-4f6f-a9ba-3f0616facd68,
stops,stop_name,ko,카라치,5870 2,,,1dbddac8-cb12-4f6f-a9ba-3f0616facd68,
stops,stop_name,zh-cn,加良地,5870 2,,,1dbddac8-cb12-4f6f-a9ba-3f0616facd68,
stops,stop_name,zh-tw,加良地,5870 2,,,1dbddac8-cb12-4f6f-a9ba-3f0616facd68,
stops,stop_name,ja,西新宮,5880 1,,,1bce986c-8adc-489b-82e7-e2d78019553a,
