trans_id,lang,translation,category,station_sid,course_sid
佐伯支所,zh-cn,佐伯支所,stop_name,071fb917-9478-45ce-903d-f5c1baf4dc98,
佐伯支所,zh-tw,佐伯支所,stop_name,071fb917-9478-45ce-903d-f5c1baf4dc98,
津田,ja,津田,stop_name,79e90cc8-6121-458b-af36-a57ccadfad95,
津田,ja-Hrkt,つた,stop_name,79e90cc8-6121-458b-af36-a57ccadfad95,
津田,en,Tsuta,stop_name,79e90cc8-6121-458b-af36-a57ccadfad95,
津田,ko,쓰타,stop_name,79e90cc8-6121-458b-af36-a57ccadfad95,
津田,zh-cn,津田,stop_name,79e90cc8-6121-458b-af36-a57ccadfad95,
津田,zh-tw,津田,stop_name,79e90cc8-6121-458b-af36-a57ccadfad95,
津田小学校下,ja,津田小学校下,stop_name,b7991286-194b-4104-ba7d-de42ce7935d6,
津田小学校下,ja-Hrkt,つたしょうがっこうしも,stop_name,b7991286-194b-4104-ba7d-de42ce7935d6,
津田小学校下,en,Tsuta Shogakko-shita (Tsuta Elementary School),stop_name,b7991286-194b-4104-ba7d-de42ce7935d6,
津田小学校下,ko,쓰타 초등학교,stop_name,b7991286-194b-4104-ba7d-de42ce7935d6,
津田小学校下,zh-cn,津田小学下,stop_name,b7991286-194b-4104-ba7d-de42ce7935d6,
津田小学校下,zh-tw,津田小學下,stop_name,b7991286-194b-4104-ba7d-de42ce7935d6,
郷西,ja,郷西,stop_name,4f17b0ed-a520-477d-9e1a-28b2faf3545a,
郷西,ja-Hrkt,ごうにし,stop_name,4f17b0ed-a520-477d-9e1a-28b2faf3545a,
郷西,en,Gonishi,stop_name,4f17b0ed-a520-477d-9e1a-28b2faf3545a,
郷西,ko,고니시,stop_name,4f17b0ed-a520-477d-9e1a-28b2faf3545a,
郷西,zh-cn,乡西,stop_name,4f17b0ed-a520-477d-9e1a-28b2faf3545a,
郷西,zh-tw,鄉西,stop_name,4f17b0ed-a520-477d-9e1a-28b2faf3545a,
内山,ja,内山,stop_name,734eed4c-4b6c-4dc8-8201-37d73c0070c3,
内山,ja-Hrkt,うちやま,stop_name,734eed4c-4b6c-4dc8-8201-37d73c0070c3,
内山,en,Uchiyama,stop_name,734eed4c-4b6c-4dc8-8201-37d73c0070c3,
内山,ko,우치야마,stop_name,734eed4c-4b6c-4dc8-8201-37d73c0070c3,
内山,zh-cn,内山,stop_name,734eed4c-4b6c-4dc8-8201-37d73c0070c3,
内山,zh-tw,內山,stop_name,734eed4c-4b6c-4dc8-8201-37d73c0070c3,
岩倉キャンプ場前,ja,岩倉キャンプ場前,stop_name,1d28696b-832b-4eba-a066-840d4c48474e,
岩倉キャンプ場前,ja-Hrkt,いわくらきゃんぷじょうまえ,stop_name,1d28696b-832b-4eba-a066-840d4c48474e,
岩倉キャンプ場前,en,Iwakura Camp-jo-mae,stop_name,1d28696b-832b-4eba-a066-840d4c48474e,
岩倉キャンプ場前,ko,이와쿠라 캠프 조 마에,stop_name,1d28696b-832b-4eba-a066-840d4c48474e,
岩倉キャンプ場前,zh-cn,岩仓露营场前,stop_name,1d28696b-832b-4eba-a066-840d4c48474e,
岩倉キャンプ場前,zh-tw,巖倉露營場前,stop_name,1d28696b-832b-4eba-a066-840d4c48474e,
下岩倉,ja,下岩倉,stop_name,f70fca37-9ef0-4f56-9fd8-36b2f9d34e26,
下岩倉,ja-Hrkt,しもいわくら,stop_name,f70fca37-9ef0-4f56-9fd8-36b2f9d34e26,
下岩倉,en,Shimo-iwakura,stop_name,f70fca37-9ef0-4f56-9fd8-36b2f9d34e26,
下岩倉,ko,시모이와쿠라,stop_name,f70fca37-9ef0-4f56-9fd8-36b2f9d34e26,
下岩倉,zh-cn,下岩仓,stop_name,f70fca37-9ef0-4f56-9fd8-36b2f9d34e26,
下岩倉,zh-tw,下巖倉,stop_name,f70fca37-9ef0-4f56-9fd8-36b2f9d34e26,
岩倉,ja,岩倉,stop_name,07e95af8-1d60-427c-9809-88fc527a327c,
岩倉,ja-Hrkt,いわくら,stop_name,07e95af8-1d60-427c-9809-88fc527a327c,
岩倉,en,Iwakura,stop_name,07e95af8-1d60-427c-9809-88fc527a327c,
岩倉,ko,이와쿠라,stop_name,07e95af8-1d60-427c-9809-88fc527a327c,
岩倉,zh-cn,岩仓,stop_name,07e95af8-1d60-427c-9809-88fc527a327c,
岩倉,zh-tw,巖倉,stop_name,07e95af8-1d60-427c-9809-88fc527a327c,
中栗栖,ja,中栗栖,stop_name,77378c72-9779-44d3-9bce-53bf210d2411,
中栗栖,ja-Hrkt,なかくりす,stop_name,77378c72-9779-44d3-9bce-53bf210d2411,
中栗栖,en,Naka-kurisu,stop_name,77378c72-9779-44d3-9bce-53bf210d2411,
中栗栖,ko,나카쿠리스,stop_name,77378c72-9779-44d3-9bce-53bf210d2411,
中栗栖,zh-cn,中栗栖,stop_name,77378c72-9779-44d3-9bce-53bf210d2411,
中栗栖,zh-tw,中栗棲,stop_name,77378c72-9779-44d3-9bce-53bf210d2411,
栗栖,ja,栗栖,stop_name,cee0237d-2680-4c3c-915d-5143aafe7154,
栗栖,ja-Hrkt,くりす,stop_name,cee0237d-2680-4c3c-915d-5143aafe7154,
栗栖,en,Kurisu,stop_name,cee0237d-2680-4c3c-915d-5143aafe7154,
栗栖,ko,구리스,stop_name,cee0237d-2680-4c3c-915d-5143aafe7154,
栗栖,zh-cn,栗栖,stop_name,cee0237d-2680-4c3c-915d-5143aafe7154,
栗栖,zh-tw,栗棲,stop_name,cee0237d-2680-4c3c-915d-5143aafe7154,
上栗栖,ja,上栗栖,stop_name,e5865f90-403f-4e47-a5dd-55747a7c2f12,
上栗栖,ja-Hrkt,かみくりす,stop_name,e5865f90-403f-4e47-a5dd-55747a7c2f12,
上栗栖,en,Kami-kurisu,stop_name,e5865f90-403f-4e47-a5dd-55747a7c2f12,
上栗栖,ko,가미쿠리스,stop_name,e5865f90-403f-4e47-a5dd-55747a7c2f12,
上栗栖,zh-cn,上栗栖,stop_name,e5865f90-403f-4e47-a5dd-55747a7c2f12,
上栗栖,zh-tw,上栗棲,stop_name,e5865f90-403f-4e47-a5dd-55747a7c2f12,
小瀬川温泉前,ja,小瀬川温泉前,stop_name,b55192f5-6ebc-4df7-a403-820d01b8118c,
小瀬川温泉前,ja-Hrkt,おぜがわおんせんまえ,stop_name,b55192f5-6ebc-4df7-a403-820d01b8118c,
小瀬川温泉前,en,Ozegawa Onsen-mae,stop_name,b55192f5-6ebc-4df7-a403-820d01b8118c,
小瀬川温泉前,ko,오제가와 온센 마에,stop_name,b55192f5-6ebc-4df7-a403-820d01b8118c,
小瀬川温泉前,zh-cn,小濑川温泉前,stop_name,b55192f5-6ebc-4df7-a403-820d01b8118c,
小瀬川温泉前,zh-tw,小瀨川溫泉前,stop_name,b55192f5-6ebc-4df7-a403-820d01b8118c,
北山トンネル,ja,北山トンネル,stop_name,ba373197-c953-4b1d-a2c2-25182cfd0758,
北山トンネル,ja-Hrkt,きたやまとんねる,stop_name,ba373197-c953-4b1d-a2c2-25182cfd0758,
北山トンネル,en,Shin-rakan Onsen,stop_name,ba373197-c953-4b1d-a2c2-25182cfd0758,
北山トンネル,ko,신라칸 온센 마에,stop_name,ba373197-c953-4b1d-a2c2-25182cfd0758,
北山トンネル,zh-cn,新罗汉温泉前,stop_name,ba373197-c953-4b1d-a2c2-25182cfd0758,
北山トンネル,zh-tw,新羅漢溫泉前,stop_name,ba373197-c953-4b1d-a2c2-25182cfd0758,
悪谷,ja,悪谷,stop_name,3005e0ab-ea73-4c73-b178-98929c57604b,
悪谷,ja-Hrkt,あくたに,stop_name,3005e0ab-ea73-4c73-b178-98929c57604b,
悪谷,en,Akutani,stop_name,3005e0ab-ea73-4c73-b178-98929c57604b,
悪谷,ko,아쿠타니,stop_name,3005e0ab-ea73-4c73-b178-98929c57604b,
悪谷,zh-cn,恶谷,stop_name,3005e0ab-ea73-4c73-b178-98929c57604b,
悪谷,zh-tw,惡谷,stop_name,3005e0ab-ea73-4c73-b178-98929c57604b,
羅漢温泉,ja,羅漢温泉,stop_name,6f94a9a8-a8f8-4060-9edf-5864881f484b,
羅漢温泉,ja-Hrkt,らかんおんせん,stop_name,6f94a9a8-a8f8-4060-9edf-5864881f484b,
羅漢温泉,en,Rakan Onsen,stop_name,6f94a9a8-a8f8-4060-9edf-5864881f484b,
羅漢温泉,ko,라칸 온센,stop_name,6f94a9a8-a8f8-4060-9edf-5864881f484b,
羅漢温泉,zh-cn,罗汉温泉,stop_name,6f94a9a8-a8f8-4060-9edf-5864881f484b,
羅漢温泉,zh-tw,羅漢溫泉,stop_name,6f94a9a8-a8f8-4060-9edf-5864881f484b,
出合,ja,出合,stop_name,13e0357c-055e-496a-8e39-da46d237806c,
出合,ja-Hrkt,であい,stop_name,13e0357c-055e-496a-8e39-da46d237806c,
出合,en,Deai,stop_name,13e0357c-055e-496a-8e39-da46d237806c,
出合,ko,데아이,stop_name,13e0357c-055e-496a-8e39-da46d237806c,
出合,zh-cn,出合,stop_name,13e0357c-055e-496a-8e39-da46d237806c,
出合,zh-tw,出合,stop_name,13e0357c-055e-496a-8e39-da46d237806c,
出合水門口,ja,出合水門口,stop_name,01ddaf0b-b5e4-4c20-98b2-c80b2d7638a1,
出合水門口,ja-Hrkt,であいすいもんぐち,stop_name,01ddaf0b-b5e4-4c20-98b2-c80b2d7638a1,
出合水門口,en,Deai Suimon-guchi,stop_name,01ddaf0b-b5e4-4c20-98b2-c80b2d7638a1,
出合水門口,ko,데아이 스이몬 구치,stop_name,01ddaf0b-b5e4-4c20-98b2-c80b2d7638a1,
出合水門口,zh-cn,出合水门口,stop_name,01ddaf0b-b5e4-4c20-98b2-c80b2d7638a1,
出合水門口,zh-tw,出合水門口,stop_name,01ddaf0b-b5e4-4c20-98b2-c80b2d7638a1,
黒打橋,ja,黒打橋,stop_name,ad8daeb5-1f8b-46c2-bbb0-3b945cc7dd86,
黒打橋,ja-Hrkt,くろうちばし,stop_name,ad8daeb5-1f8b-46c2-bbb0-3b945cc7dd86,
黒打橋,en,Kurouchibashi,stop_name,ad8daeb5-1f8b-46c2-bbb0-3b945cc7dd86,
黒打橋,ko,구로우치바시,stop_name,ad8daeb5-1f8b-46c2-bbb0-3b945cc7dd86,
黒打橋,zh-cn,黑打桥,stop_name,ad8daeb5-1f8b-46c2-bbb0-3b945cc7dd86,
黒打橋,zh-tw,黑打橋,stop_name,ad8daeb5-1f8b-46c2-bbb0-3b945cc7dd86,
下飯山,ja,下飯山,stop_name,295fa43b-5187-49a0-bfe7-530225a0e960,
下飯山,ja-Hrkt,しもいいのやま,stop_name,295fa43b-5187-49a0-bfe7-530225a0e960,
下飯山,en,Shimo-iinoyama,stop_name,295fa43b-5187-49a0-bfe7-530225a0e960,
下飯山,ko,시모이노야마,stop_name,295fa43b-5187-49a0-bfe7-530225a0e960,
下飯山,zh-cn,下饭山,stop_name,295fa43b-5187-49a0-bfe7-530225a0e960,
下飯山,zh-tw,下飯山,stop_name,295fa43b-5187-49a0-bfe7-530225a0e960,
冠高原下,ja,冠高原下,stop_name,33b0c48b-3e48-4989-8195-56fce51fc686,
冠高原下,ja-Hrkt,かんむりこうげんしも,stop_name,33b0c48b-3e48-4989-8195-56fce51fc686,
冠高原下,en,Kanmuri Kogen-shimo (Kanmuri Plateau),stop_name,33b0c48b-3e48-4989-8195-56fce51fc686,
冠高原下,ko,간무리 고원,stop_name,33b0c48b-3e48-4989-8195-56fce51fc686,
冠高原下,zh-cn,冠高原下,stop_name,33b0c48b-3e48-4989-8195-56fce51fc686,
冠高原下,zh-tw,冠高原下,stop_name,33b0c48b-3e48-4989-8195-56fce51fc686,
冠高原入口,ja,冠高原入口,stop_name,9f2c388f-b006-4a39-bff6-25310e37d7ae,
冠高原入口,ja-Hrkt,かんむりこうげんいりぐち,stop_name,9f2c388f-b006-4a39-bff6-25310e37d7ae,
冠高原入口,en,Kanmuri Kogen-iriguchi (Kanmuri Plateau Entrance),stop_name,9f2c388f-b006-4a39-bff6-25310e37d7ae,
冠高原入口,ko,간무리 고원,stop_name,9f2c388f-b006-4a39-bff6-25310e37d7ae,
冠高原入口,zh-cn,冠高原入口,stop_name,9f2c388f-b006-4a39-bff6-25310e37d7ae,
冠高原入口,zh-tw,冠高原入口,stop_name,9f2c388f-b006-4a39-bff6-25310e37d7ae,
一軒屋,ja,一軒屋,stop_name,27e804e8-6074-4b63-8395-ad8c59cf4cdd,
一軒屋,ja-Hrkt,いっけんや,stop_name,27e804e8-6074-4b63-8395-ad8c59cf4cdd,
一軒屋,en,Ikken-ya,stop_name,27e804e8-6074-4b63-8395-ad8c59cf4cdd,
一軒屋,ko,잇켄야,stop_name,27e804e8-6074-4b63-8395-ad8c59cf4cdd,
一軒屋,zh-cn,一轩屋,stop_name,27e804e8-6074-4b63-8395-ad8c59cf4cdd,
一軒屋,zh-tw,一軒屋,stop_name,27e804e8-6074-4b63-8395-ad8c59cf4cdd,
幟町村,ja,幟町村,stop_name,3c2f2c0f-d01e-4cfd-9880-1b0d02ab7472,
幟町村,ja-Hrkt,のぼりまちむら,stop_name,3c2f2c0f-d01e-4cfd-9880-1b0d02ab7472,
幟町村,en,Noborimachi-mura,stop_name,3c2f2c0f-d01e-4cfd-9880-1b0d02ab7472,
幟町村,ko,노보리초무라,stop_name,3c2f2c0f-d01e-4cfd-9880-1b0d02ab7472,
幟町村,zh-cn,帜町村,stop_name,3c2f2c0f-d01e-4cfd-9880-1b0d02ab7472,
幟町村,zh-tw,幟町村,stop_name,3c2f2c0f-d01e-4cfd-9880-1b0d02ab7472,
上頓原,ja,上頓原,stop_name,5bb9891c-73fb-4e42-89ba-561aaf11e67f,
上頓原,ja-Hrkt,かみとんばら,stop_name,5bb9891c-73fb-4e42-89ba-561aaf11e67f,
上頓原,en,Kami-tombara,stop_name,5bb9891c-73fb-4e42-89ba-561aaf11e67f,
上頓原,ko,가미톤바라,stop_name,5bb9891c-73fb-4e42-89ba-561aaf11e67f,
上頓原,zh-cn,上顿原,stop_name,5bb9891c-73fb-4e42-89ba-561aaf11e67f,
上頓原,zh-tw,上頓原,stop_name,5bb9891c-73fb-4e42-89ba-561aaf11e67f,
頓原,ja,頓原,stop_name,a102c862-6acf-454b-b7ba-6f0730b7f3a2,
頓原,ja-Hrkt,とんばら,stop_name,a102c862-6acf-454b-b7ba-6f0730b7f3a2,
頓原,en,Tombara,stop_name,a102c862-6acf-454b-b7ba-6f0730b7f3a2,
頓原,ko,돈바라,stop_name,a102c862-6acf-454b-b7ba-6f0730b7f3a2,
頓原,zh-cn,顿原,stop_name,a102c862-6acf-454b-b7ba-6f0730b7f3a2,
頓原,zh-tw,頓原,stop_name,a102c862-6acf-454b-b7ba-6f0730b7f3a2,
下頓原,ja,下頓原,stop_name,3e0e392f-6ab0-4f99-8258-f1a4e8b52f1b,
下頓原,ja-Hrkt,しもとんばら,stop_name,3e0e392f-6ab0-4f99-8258-f1a4e8b52f1b,
下頓原,en,Shimo-tombara,stop_name,3e0e392f-6ab0-4f99-8258-f1a4e8b52f1b,
下頓原,ko,시모톤바라,stop_name,3e0e392f-6ab0-4f99-8258-f1a4e8b52f1b,
下頓原,zh-cn,下顿原,stop_name,3e0e392f-6ab0-4f99-8258-f1a4e8b52f1b,
下頓原,zh-tw,下頓原,stop_name,3e0e392f-6ab0-4f99-8258-f1a4e8b52f1b,
潮原温泉,ja,潮原温泉,stop_name,f323cf31-6472-4081-b912-5443d82ee937,
潮原温泉,ja-Hrkt,うしおばらおんせん,stop_name,f323cf31-6472-4081-b912-5443d82ee937,
潮原温泉,en,Ushiobara Onsen,stop_name,f323cf31-6472-4081-b912-5443d82ee937,
潮原温泉,ko,우시오바라 온센,stop_name,f323cf31-6472-4081-b912-5443d82ee937,
潮原温泉,zh-cn,潮原温泉,stop_name,f323cf31-6472-4081-b912-5443d82ee937,
潮原温泉,zh-tw,潮原溫泉,stop_name,f323cf31-6472-4081-b912-5443d82ee937,
下潮原,ja,下潮原,stop_name,95eaaf53-7f0c-47c6-8016-02b23cac789d,
下潮原,ja-Hrkt,しもうしおばら,stop_name,95eaaf53-7f0c-47c6-8016-02b23cac789d,
下潮原,en,Shimo-ushiobara,stop_name,95eaaf53-7f0c-47c6-8016-02b23cac789d,
下潮原,ko,시모우시오바라,stop_name,95eaaf53-7f0c-47c6-8016-02b23cac789d,
下潮原,zh-cn,下潮原,stop_name,95eaaf53-7f0c-47c6-8016-02b23cac789d,
下潮原,zh-tw,下潮原,stop_name,95eaaf53-7f0c-47c6-8016-02b23cac789d,
上中津谷,ja,上中津谷,stop_name,279076bd-7a63-41a6-b775-af340ae4e2ed,
上中津谷,ja-Hrkt,かみなかつや,stop_name,279076bd-7a63-41a6-b775-af340ae4e2ed,
上中津谷,en,Kami-nakatsuya,stop_name,279076bd-7a63-41a6-b775-af340ae4e2ed,
上中津谷,ko,가미나카쓰야,stop_name,279076bd-7a63-41a6-b775-af340ae4e2ed,
上中津谷,zh-cn,上中津谷,stop_name,279076bd-7a63-41a6-b775-af340ae4e2ed,
上中津谷,zh-tw,上中津谷,stop_name,279076bd-7a63-41a6-b775-af340ae4e2ed,
匹見分れ,ja,匹見分れ,stop_name,430338e6-4b68-480a-8ff0-45309cb3b623,
匹見分れ,ja-Hrkt,ひきみわかれ,stop_name,430338e6-4b68-480a-8ff0-45309cb3b623,
匹見分れ,en,Hikimi-wakare,stop_name,430338e6-4b68-480a-8ff0-45309cb3b623,
匹見分れ,ko,히키미 와카레,stop_name,430338e6-4b68-480a-8ff0-45309cb3b623,
匹見分れ,zh-cn,匹见分,stop_name,430338e6-4b68-480a-8ff0-45309cb3b623,
匹見分れ,zh-tw,匹見分,stop_name,430338e6-4b68-480a-8ff0-45309cb3b623,
中津谷,ja,中津谷,stop_name,13c97df9-4cb4-4776-86ac-3283b4e0d92e,
中津谷,ja-Hrkt,なかつや,stop_name,13c97df9-4cb4-4776-86ac-3283b4e0d92e,
中津谷,en,Nakatsuya,stop_name,13c97df9-4cb4-4776-86ac-3283b4e0d92e,
中津谷,ko,나카쓰야,stop_name,13c97df9-4cb4-4776-86ac-3283b4e0d92e,
