trans_id,lang,translation
吉和ふれあい交流センター,en,Hosoibara
吉和ふれあい交流センター,ko,호소이바라
吉和ふれあい交流センター,zh-cn,细井原
吉和ふれあい交流センター,zh-tw,細井原
市垣内,ja,市垣内
市垣内,ja-Hrkt,いちがうち
市垣内,en,Yoshiwa Shisho
市垣内,ko,요시와 시쇼
市垣内,zh-cn,吉和支所
市垣内,zh-tw,吉和支所
上田中原,ja,上田中原
上田中原,ja-Hrkt,かみたなかばら
上田中原,en,Kami-tanakabara
上田中原,ko,가미타나카바라
上田中原,zh-cn,上田中原
上田中原,zh-tw,上田中原
吉和田中原,ja,吉和田中原
吉和田中原,ja-Hrkt,よしわたなかばら
吉和田中原,en,Yoshiwa Tanakabara
吉和田中原,ko,요시와타나카바라
吉和田中原,zh-cn,吉和田中原
吉和田中原,zh-tw,吉和田中原
田中原地蔵,ja,田中原地蔵
田中原地蔵,ja-Hrkt,たなかばらじぞう
田中原地蔵,en,Tanakabara Jizo
田中原地蔵,ko,다나카바라 지조
田中原地蔵,zh-cn,田中原地藏
田中原地蔵,zh-tw,田中原地藏
熊崎,ja,熊崎
熊崎,ja-Hrkt,くまさき
熊崎,en,Kumasaki
熊崎,ko,구마사키
熊崎,zh-cn,熊崎
熊崎,zh-tw,熊崎
駄荷,ja,駄荷
駄荷,ja-Hrkt,だに
駄荷,en,Dani
駄荷,ko,다니
駄荷,zh-cn,驮荷
駄荷,zh-tw,馱荷
下石原,ja,下石原
下石原,ja-Hrkt,しもいしはら
下石原,en,Shimo-ishihara
下石原,ko,시모이치하라
下石原,zh-cn,下石原
下石原,zh-tw,下石原
穴が迫,ja,穴が迫
穴が迫,ja-Hrkt,あながさこ
穴が迫,en,Anagasako
穴が迫,ko,아나가사코
穴が迫,zh-cn,穴迫
穴が迫,zh-tw,穴迫
友和学校ロータリー,ja,友和学校ロータリー
友和学校ロータリー,ja-Hrkt,ゆうわがっこうろーたろー
友和学校ロータリー,en,Yuwa Gakko Rotari (Yuwa School Traffic Circle)
友和学校ロータリー,ko,유와 학교 로터리
友和学校ロータリー,zh-cn,友和学校圆环
友和学校ロータリー,zh-tw,友和學校圓環
宮園二丁目,ja,宮園二丁目
宮園二丁目,ja-Hrkt,みやぞのにちょうめ
宮園二丁目,en,Miyazono-nichome (Miyazono 2)
宮園二丁目,ko,미야조노 2초메
宮園二丁目,zh-cn,宫园二丁目
宮園二丁目,zh-tw,宮園二丁目
宮園八丁目,ja,宮園八丁目
宮園八丁目,ja-Hrkt,みやぞのはっちょうめ
宮園八丁目,en,Miyazono-hatchome (Miyazono 8)
宮園八丁目,ko,미야조노 8초메
宮園八丁目,zh-cn,宫园八丁目
宮園八丁目,zh-tw,宮園八丁目
宮内河本,ja,宮内河本
宮内河本,ja-Hrkt,みやうちこうもと
宮内河本,en,Miyauchi Komoto
宮内河本,ko,미야우치 코모토
宮内河本,zh-cn,宫内河本
宮内河本,zh-tw,宮內河本
地御前三丁目,ja,地御前三丁目
地御前三丁目,ja-Hrkt,じごぜんさんちょうめ
ふじタウン中,ja,ふじタウン中
ふじタウン中,ja-Hrkt,ふじたうんなか
ふじタウン中,en,Fuji Town-naka
ふじタウン中,ko,후지타운 나카
ふじタウン中,zh-cn,Fuji Town中
ふじタウン中,zh-tw,Fuji Town中
ふじタウン南,ja,ふじタウン南
ふじタウン南,ja-Hrkt,ふじたうんみなみ
ふじタウン南,en,Fuji Town-minami
ふじタウン南,ko,후지타운 미나미
ふじタウン南,zh-cn,Fuji Town南
ふじタウン南,zh-tw,Fuji Town南
桜尾,ja,桜尾
桜尾,ja-Hrkt,さくらお
桜尾,en,Sakurao
桜尾,ko,사쿠라오
桜尾,zh-cn,樱尾
桜尾,zh-tw,櫻尾
下大久保,ja,下大久保
下大久保,ja-Hrkt,しもおおくぼ
下大久保,en,Shimo-okubo
下大久保,ko,시모오쿠보
下大久保,zh-cn,下大久保
下大久保,zh-tw,下大久保
大久保,ja,大久保
大久保,ja-Hrkt,おおくぼ
大久保,en,Okubo
大久保,ko,오쿠보
大久保,zh-cn,大久保
大久保,zh-tw,大久保
永原,ja,永原
永原,ja-Hrkt,なごうら
永原,en,Nagoura
永原,ko,나고우라
永原,zh-cn,永原
永原,zh-tw,永原
上永原,ja,上永原
上永原,ja-Hrkt,かみながはら
上永原,en,Kami-nagahara
上永原,ko,가미나가하라
上永原,zh-cn,上永原
上永原,zh-tw,上永原
杉の森,ja,杉の森
杉の森,ja-Hrkt,すぎのもり
杉の森,en,Suginomori
杉の森,ko,스기노모리
杉の森,zh-cn,杉之森
杉の森,zh-tw,杉之森
宮園西,ja,宮園西
宮園西,ja-Hrkt,みやぞのにし
宮園西,en,Miyazono-nishi
宮園西,ko,미야조노 니시
宮園西,zh-cn,宫园西
宮園西,zh-tw,宮園西
宮園上,ja,宮園上
宮園上,ja-Hrkt,みやぞのかみ
宮園上,en,Miyazono-kami
宮園上,ko,미야조노 카미
宮園上,zh-cn,宫园上
宮園上,zh-tw,宮園上
四季が丘一丁目,ja,四季が丘一丁目
四季が丘一丁目,ja-Hrkt,しきがおかいっちょうめ
四季が丘一丁目,en,Shikigaoka-itchome (Shikigaoka 1)
四季が丘一丁目,ko,시키가오카 1초메
四季が丘一丁目,zh-cn,四季丘一丁目
四季が丘一丁目,zh-tw,四季丘一丁目
四季が丘中央,ja,四季が丘中央
四季が丘中央,ja-Hrkt,しきがおかちゅうおう
四季が丘中央,en,Shikigaoka-chuo
四季が丘中央,ko,시키가오카 추오
四季が丘中央,zh-cn,四季丘中央
四季が丘中央,zh-tw,四季丘中央
四季が丘南,ja,四季が丘南
四季が丘南,ja-Hrkt,しきがおかみなみ
四季が丘南,en,Shikigaoka-minami
四季が丘南,ko,시키가오카 미나미
四季が丘南,zh-cn,四季丘南
四季が丘南,zh-tw,四季丘南
四季が丘,ja,四季が丘
四季が丘,ja-Hrkt,しきがおか
四季が丘,en,Shikigaoka
四季が丘,ko,시키가오카
四季が丘,zh-cn,四季丘
四季が丘,zh-tw,四季丘
天神,ja,天神
天神,ja-Hrkt,てんじん
天神,en,Chugoku Jozo-mae
天神,ko,주고쿠 양조
天神,zh-cn,中国酿造前
天神,zh-tw,中國釀造前
小坂,ja,小坂
小坂,ja-Hrkt,こさか
小坂,en,Osaka
小坂,ko,고사카
小坂,zh-cn,小坂
小坂,zh-tw,小阪
上小坂,ja,上小坂
上小坂,ja-Hrkt,かみこさか
上小坂,en,Kami-kosaka
上小坂,ko,가미코사카
上小坂,zh-cn,上小坂
上小坂,zh-tw,上小阪
正之原,ja,正之原
正之原,ja-Hrkt,しょうのはら
正之原,en,Shonohara
正之原,ko,쇼노하라
正之原,zh-cn,正之原
正之原,zh-tw,正之原
上正之原,ja,上正之原
上正之原,ja-Hrkt,かみしょうのはら
上正之原,en,Kami-shonohara
上正之原,ko,가미쇼노하라
上正之原,zh-cn,上正之原
上正之原,zh-tw,上正之原
楢原,ja,楢原
楢原,ja-Hrkt,ならはら
楢原,en,Narabara
楢原,ko,나라바라
楢原,zh-cn,楢原
楢原,zh-tw,楢原
玖島,ja,玖島
玖島,ja-Hrkt,くじま
玖島,en,Kujima
玖島,ko,구지마
玖島,zh-cn,玖岛
玖島,zh-tw,玖島
泉水入口,ja,泉水入口
泉水入口,ja-Hrkt,せんすいいりぐち
玖島花咲く館,ja,玖島花咲く館
玖島花咲く館,ja-Hrkt,くじまはなさくかん
四季が丘南口,ja,四季が丘南口
四季が丘南口,ja-Hrkt,しきがおかみなみぐち
四季が丘南口,en,Shikigaoka-minamiguchi
四季が丘南口,ko,시키가오카 미나미구치
四季が丘南口,zh-cn,四季丘南口
四季が丘南口,zh-tw,四季丘南口
廿日市,ja,廿日市
廿日市,ja-Hrkt,はつかいち
廿日市,en,Hatsukaichi
廿日市,ko,하쓰카이치
廿日市,zh-cn,廿日市
廿日市,zh-tw,廿日市
榎浦橋,ja,榎浦橋
榎浦橋,ja-Hrkt,えのうらばし
榎浦橋,en,Enourabashi
榎浦橋,ko,에노우라바시
榎浦橋,zh-cn,榎浦桥
榎浦橋,zh-tw,榎浦橋
平良大橋,ja,平良大橋
平良大橋,ja-Hrkt,へらおおはし
平良大橋,en,Hera-ohashi
平良大橋,ko,헤라 오하시
平良大橋,zh-cn,平良大桥
平良大橋,zh-tw,平良大橋
田尻,ja,田尻
田尻,ja-Hrkt,たじり
田尻,en,Tajiri
田尻,ko,다지리
田尻,zh-cn,田尻
田尻,zh-tw,田尻
阿品台東小学校,ja,阿品台東小学校
阿品台東小学校,ja-Hrkt,あじなだいひがししょうがっこう
阿品台東小学校,en,Ajinadai-higashi Shogakko (Ajinadai-higashi Elementary School)
阿品台東小学校,ko,아지나다이 히가시 초등학교
阿品台東小学校,zh-cn,阿品台东小学
阿品台東小学校,zh-tw,阿品臺東小學
阿品台公園前,ja,阿品台公園前
阿品台公園前,ja-Hrkt,あじなだいこうえんまえ
阿品台公園前,en,Ajinadai Koen-mae (Ajinadai Park)
阿品台公園前,ko,아지나다이 공원
阿品台公園前,zh-cn,阿品台公园前
阿品台公園前,zh-tw,阿品臺公園前
廿日市西高校前,ja,廿日市西高校前
廿日市西高校前,ja-Hrkt,はつかいちにしこうこうまえ
廿日市西高校前,en,Hatsukaichi-nishi Koko-mae (Hatsukaichi-nishi High School)
廿日市西高校前,ko,하쓰카이치 니시 고등학교
廿日市西高校前,zh-cn,廿日市西高中前
廿日市西高校前,zh-tw,廿日市西高中前
阿品台北中央,ja,阿品台北中央
阿品台北中央,ja-Hrkt,あじなだいきたちゅうおう
阿品台北中央,en,Ajinadai-kita-chuo
阿品台北中央,ko,아지나다이 키타 추오
阿品台北中央,zh-cn,阿品台北中央
阿品台北中央,zh-tw,阿品臺北中央
阿品台北,ja,阿品台北
阿品台北,ja-Hrkt,あじなだいきた
阿品台北,en,Ajinadai-kita
阿品台北,ko,아지나다이 키타
阿品台北,zh-cn,阿品台北
阿品台北,zh-tw,阿品臺北
ふじタウン北,ja,ふじタウン北
ふじタウン北,ja-Hrkt,ふじたうんきた
ふじタウン北,en,Fuji Town-kita
ふじタウン北,ko,후지타운 키타
ふじタウン北,zh-cn,Fuji Town北
ふじタウン北,zh-tw,Fuji Town北
津田口,ja,津田口
津田口,ja-Hrkt,つたぐち
津田口,en,Tsuta-guchi
津田口,ko,쓰타 구치
津田口,zh-cn,津田口
津田口,zh-tw,津田口
ＪＲ阿品駅,ja,ＪＲ阿品駅
ＪＲ阿品駅,ja-Hrkt,じぇいあーるあじなえき
ＪＲ阿品駅,en,JR Ajina Sta.
ＪＲ阿品駅,ko,JR 아지나 역
ＪＲ阿品駅,zh-cn,JR阿品站
ＪＲ阿品駅,zh-tw,JR阿品站
日赤看護大学前,ja,日赤看護大学前
日赤看護大学前,ja-Hrkt,にっせきかんごだいがく
