"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","jp_trip_desc","jp_trip_desc_symbol","jp_office_id","wheelchair_accessible"
"1_64_20260401","4_1396_20260401","1_1396_100_1_102191_20260401","尾道駅前",,"0",,,,,"4",
"1_64_20260401","4_1396_20260401","1_1396_100_1_101336_20260401","尾道駅前",,"0",,,,,"4",
"1_64_20260401","2_1387_20260401","1_1387_181_2_101194_20260401","御調高校前",,"1",,,,,"2",
"1_64_20260401","3_1391_20260401","1_1391_181_2_102179_20260401","御調高校前",,"1",,,,,"3",
"1_64_20260401","3_1391_20260401","1_1391_181_2_3175_20260401","御調高校前",,"1",,,,,"3",
"1_64_20260401","3_1391_20260401","1_1391_181_2_101875_20260401","御調高校前",,"1",,,,,"3",
"1_64_20260401","3_1391_20260401","1_1391_181_2_101876_20260401","御調高校前",,"1",,,,,"3",
"1_64_20260401","3_1392_20260401","1_1392_181_2_102180_20260401","御調高校前",,"1",,,,,"3",
"1_64_20260401","3_1392_20260401","1_1392_181_2_101196_20260401","御調高校前",,"1",,,,,"3",
"1_64_20260401","3_1392_20260401","1_1392_181_2_101197_20260401","御調高校前",,"1",,,,,"3",
"1_64_20260401","3_1393_20260401","1_1393_181_2_3184_20260401","御調高校前",,"1",,,,,"3",
"1_64_20260401","4_1394_20260401","1_1394_181_2_101195_20260401","御調高校前",,"1",,,,,"4",
"1_64_20260401","3_1391_20260401","1_1391_211_2_3042_20260401","甲山営業所",,"1",,,,,"3",
"1_64_20260401","3_1391_20260401","1_1391_211_2_3043_20260401","甲山営業所",,"1",,,,,"3",
"1_64_20260401","3_1392_20260401","1_1392_211_2_3045_20260401","甲山営業所",,"1",,,,,"3",
"1_64_20260401","3_1392_20260401","1_1392_211_2_102185_20260401","甲山営業所",,"1",,,,,"3",
"1_64_20260401","3_1393_20260401","1_1393_211_2_102186_20260401","甲山営業所",,"1",,,,,"3",
"1_64_20260401","3_1393_20260401","1_1393_211_2_102187_20260401","甲山営業所",,"1",,,,,"3",
"1_64_20260401","4_1394_20260401","1_1394_211_2_102183_20260401","甲山営業所",,"1",,,,,"4",
"1_64_20260401","4_1394_20260401","1_1394_211_2_3041_20260401","甲山営業所",,"1",,,,,"4",
"1_64_20260401","4_1394_20260401","1_1394_211_2_101846_20260401","甲山営業所",,"1",,,,,"4",
"1_64_20260401","4_1394_20260401","1_1394_211_2_3044_20260401","甲山営業所",,"1",,,,,"4",
"1_64_20260401","4_1395_20260401","1_1395_211_2_102184_20260401","甲山営業所",,"1",,,,,"4",
"1_64_20260401","4_1395_20260401","1_1395_211_2_3046_20260401","甲山営業所",,"1",,,,,"4",
"1_64_20260401","4_1396_20260401","1_1396_211_2_3048_20260401","甲山営業所",,"1",,,,,"4",
"1_64_20260401","4_1396_20260401","1_1396_211_2_101335_20260401","甲山営業所",,"1",,,,,"4",
"1_67_20260401","3_1391_20260401","1_1391_95_1_1839_20260401","尾道駅前",,"0",,,,,"3",
"1_67_20260401","3_1391_20260401","1_1391_102_1_101004_20260401","尾道駅前",,"0",,,,,"3",
"1_67_20260401","2_1387_20260401","1_1387_178_2_101815_20260401","枝上",,"1",,,,,"2",
"1_67_20260401","3_1391_20260401","1_1391_207_2_101190_20260401","瓦焼",,"1",,,,,"3",
"1_72_20260401","2_1387_20260401","1_1387_80_1_1653_20260401","尾道駅前",,"0",,,,,"2",
"1_72_20260401","2_1387_20260401","1_1387_80_1_101878_20260401","尾道駅前",,"0",,,,,"2",
"1_72_20260401","3_1391_20260401","1_1391_80_1_1650_20260401","尾道駅前",,"0",,,,,"3",
"1_72_20260401","3_1391_20260401","1_1391_80_1_101877_20260401","尾道駅前",,"0",,,,,"3",
"1_72_20260401","3_1391_20260401","1_1391_80_1_101879_20260401","尾道駅前",,"0",,,,,"3",
"1_72_20260401","3_1391_20260401","1_1391_80_1_101880_20260401","尾道駅前",,"0",,,,,"3",
"1_72_20260401","3_1392_20260401","1_1392_80_1_1663_20260401","尾道駅前",,"0",,,,,"3",
"1_72_20260401","3_1392_20260401","1_1392_80_1_101842_20260401","尾道駅前",,"0",,,,,"3",
"1_72_20260401","3_1393_20260401","1_1393_80_1_101843_20260401","尾道駅前",,"0",,,,,"3",
"1_72_20260401","3_1393_20260401","1_1393_80_1_1674_20260401","尾道駅前",,"0",,,,,"3",
"1_72_20260401","4_1394_20260401","1_1394_80_1_1654_20260401","尾道駅前",,"0",,,,,"4",
"1_72_20260401","4_1394_20260401","1_1394_80_1_102192_20260401","尾道駅前",,"0",,,,,"4",
"1_72_20260401","4_1395_20260401","1_1395_80_1_101841_20260401","尾道駅前",,"0",,,,,"4",
"1_72_20260401","4_1396_20260401","1_1396_80_1_101882_20260401","尾道駅前",,"0",,,,,"4",
"1_72_20260401","4_1396_20260401","1_1396_80_1_101885_20260401","尾道駅前",,"0",,,,,"4",
"1_72_20260401","2_1388_20260401","1_1388_212_2_2999_20260401","三成",,"1",,,,,"2",
"1_72_20260401","2_1388_20260401","1_1388_212_2_2998_20260401","三成",,"1",,,,,"2",
"1_72_20260401","3_1391_20260401","1_1391_212_2_2982_20260401","三成",,"1",,,,,"3",
"1_72_20260401","3_1391_20260401","1_1391_212_2_2983_20260401","三成",,"1",,,,,"3",
"1_72_20260401","3_1391_20260401","1_1391_212_2_2984_20260401","三成",,"1",,,,,"3",
"1_72_20260401","3_1391_20260401","1_1391_212_2_101886_20260401","三成",,"1",,,,,"3",
"1_72_20260401","3_1391_20260401","1_1391_212_2_102193_20260401","三成",,"1",,,,,"3",
"1_72_20260401","3_1391_20260401","1_1391_212_2_2990_20260401","三成",,"1",,,,,"3",
"1_72_20260401","3_1391_20260401","1_1391_212_2_101207_20260401","三成",,"1",,,,,"3",
"1_72_20260401","3_1392_20260401","1_1392_212_2_101337_20260401","三成",,"1",,,,,"3",
"1_72_20260401","3_1392_20260401","1_1392_212_2_3000_20260401","三成",,"1",,,,,"3",
"1_72_20260401","3_1393_20260401","1_1393_212_2_101888_20260401","三成",,"1",,,,,"3",
"1_72_20260401","4_1394_20260401","1_1394_212_2_2988_20260401","三成",,"1",,,,,"4",
