trans_id,lang,translation,category,station_sid,course_sid
下伴,zh-tw,下伴,stop_name,ae1d12e0-9c28-42b1-b240-b1f6b2088044,
下槙原,ja,下槙原,stop_name,b44306b1-88b5-4fd0-a07a-18de5339dd3d,
下槙原,ja-Hrkt,しもまきはら,stop_name,b44306b1-88b5-4fd0-a07a-18de5339dd3d,
下槙原,en,Shimo-makihara,stop_name,b44306b1-88b5-4fd0-a07a-18de5339dd3d,
下槙原,ko,시모마키하라,stop_name,b44306b1-88b5-4fd0-a07a-18de5339dd3d,
下槙原,zh-cn,下槙原,stop_name,b44306b1-88b5-4fd0-a07a-18de5339dd3d,
下槙原,zh-tw,下槙原,stop_name,b44306b1-88b5-4fd0-a07a-18de5339dd3d,
角山橋,ja,角山橋,stop_name,730ccce4-1703-4b11-887e-2207466e6c50,
角山橋,ja-Hrkt,かくやまばし,stop_name,730ccce4-1703-4b11-887e-2207466e6c50,
角山橋,en,Kakuyamabashi,stop_name,730ccce4-1703-4b11-887e-2207466e6c50,
角山橋,ko,가쿠야마바시,stop_name,730ccce4-1703-4b11-887e-2207466e6c50,
角山橋,zh-cn,角山桥,stop_name,730ccce4-1703-4b11-887e-2207466e6c50,
角山橋,zh-tw,角山橋,stop_name,730ccce4-1703-4b11-887e-2207466e6c50,
吉山,ja,吉山,stop_name,241569d9-bf80-4581-a6f1-587fb1270c07,
吉山,ja-Hrkt,よしやま,stop_name,241569d9-bf80-4581-a6f1-587fb1270c07,
吉山,en,Yoshiyama,stop_name,241569d9-bf80-4581-a6f1-587fb1270c07,
吉山,ko,요시야마,stop_name,241569d9-bf80-4581-a6f1-587fb1270c07,
吉山,zh-cn,吉山,stop_name,241569d9-bf80-4581-a6f1-587fb1270c07,
吉山,zh-tw,吉山,stop_name,241569d9-bf80-4581-a6f1-587fb1270c07,
久地学校,ja,久地学校,stop_name,3cba5ad5-672c-47d2-884b-60b2642871ad,
久地学校,ja-Hrkt,くちがっこう,stop_name,3cba5ad5-672c-47d2-884b-60b2642871ad,
久地学校,en,Kuchi Gakko (Kuchi School),stop_name,3cba5ad5-672c-47d2-884b-60b2642871ad,
久地学校,ko,구치 갓코,stop_name,3cba5ad5-672c-47d2-884b-60b2642871ad,
久地学校,zh-cn,久地学校,stop_name,3cba5ad5-672c-47d2-884b-60b2642871ad,
久地学校,zh-tw,久地學校,stop_name,3cba5ad5-672c-47d2-884b-60b2642871ad,
久地魚切,ja,久地魚切,stop_name,d144fc73-f62b-4ef2-8104-f3abeabf9eac,
久地魚切,ja-Hrkt,くちうおきり,stop_name,d144fc73-f62b-4ef2-8104-f3abeabf9eac,
久地魚切,en,Kuchi Uokiri,stop_name,d144fc73-f62b-4ef2-8104-f3abeabf9eac,
久地魚切,ko,구치우오키리,stop_name,d144fc73-f62b-4ef2-8104-f3abeabf9eac,
