trans_id,lang,translation
三菱団地入口,zh-tw,三菱團地入口
三本柿,ja,三本柿
三本柿,ja-Hrkt,さんぼんがき
三本柿,en,Sambongaki
三本柿,ko,산본가키
三本柿,zh-cn,三本柿
三本柿,zh-tw,三本柿
出雲,ja,出雲
出雲,ja-Hrkt,いずも
出雲,en,Izumo
出雲,ko,이즈모
出雲,zh-cn,出云
出雲,zh-tw,出雲
小浜,ja,小浜
小浜,ja-Hrkt,こはま
小浜,en,Kohama
小浜,ko,고하마
小浜,zh-cn,小滨
小浜,zh-tw,小濱
小野原,ja,小野原
小野原,ja-Hrkt,おのばら
小野原,en,Onobara
小野原,ko,오노바라
小野原,zh-cn,小野原
小野原,zh-tw,小野原
小野原三国口,ja,小野原三国口
小野原三国口,ja-Hrkt,おのばらみくにぐち
小野原三国口,en,Onobara Mikuni-guchi
小野原三国口,ko,오노바라 미쿠니 구치
小野原三国口,zh-cn,小野原三国口
小野原三国口,zh-tw,小野原三國口
松宗,ja,松宗
松宗,ja-Hrkt,まつむね
松宗,en,Matsumune
松宗,ko,마쓰무네
松宗,zh-cn,松宗
松宗,zh-tw,松宗
沼田高校,ja,沼田高校
沼田高校,ja-Hrkt,ぬまたこうこう
沼田高校,en,Numata Koko (Numata High School)
沼田高校,ko,누마타 고등학교
沼田高校,zh-cn,沼田高中
沼田高校,zh-tw,沼田高中
上安駅,ja,上安駅
上安駅,ja-Hrkt,かみやすえき
上安駅,en,Kamiyasu Sta.
上安駅,ko,가미야스 역
上安駅,zh-cn,上安站
上安駅,zh-tw,上安站
上萩原,ja,上萩原
上萩原,ja-Hrkt,かみはぎはら
上萩原,en,Kami-hagiwara
上萩原,ko,가미 하기와라
上萩原,zh-cn,上萩原
上萩原,zh-tw,上萩原
上毛木,ja,上毛木
上毛木,ja-Hrkt,かみけぎ
上毛木,en,Kami-kegi
上毛木,ko,가미케기
上毛木,zh-cn,上毛木
上毛木,zh-tw,上毛木
新畑,ja,新畑
新畑,ja-Hrkt,しんばた
新畑,en,Shimbata
新畑,ko,신바타 （구레 시)
新畑,zh-cn,新畑（吴市）
新畑,zh-tw,新畑（吳市）
神原,ja,神原
神原,ja-Hrkt,かんばら
神原,en,Kambara
神原,ko,간바라
神原,zh-cn,神原
神原,zh-tw,神原
壬辰橋,ja,壬辰橋
壬辰橋,ja-Hrkt,じんしんばし
壬辰橋,en,Jinshimbashi
壬辰橋,ko,진신바시
壬辰橋,zh-cn,壬辰桥
壬辰橋,zh-tw,壬辰橋
清和中学校前,ja,清和中学校前
清和中学校前,ja-Hrkt,せいわちゅうがっこうまえ
清和中学校前,en,Seiwa Chugakko-mae (Seiwa Junior High School)
清和中学校前,ko,세이와 중학교
清和中学校前,zh-cn,清和中学
清和中学校前,zh-tw,清和中學
西正寺,ja,西正寺
西正寺,ja-Hrkt,さいしょうじ
西正寺,en,Saishoji (Saishoji Temple)
西正寺,ko,사이쇼지 절
西正寺,zh-cn,西正寺
西正寺,zh-tw,西正寺
大下,ja,大下
大下,ja-Hrkt,おおしも
大下,en,Oshimo
大下,ko,오시모
大下,zh-cn,大下
大下,zh-tw,大下
大原,ja,大原
大原,ja-Hrkt,おおはら
大原,en,Obara
大原,ko,오바라
大原,zh-cn,大原
大原,zh-tw,大原
大原駅,ja,大原駅
大原駅,ja-Hrkt,おおばらえき
大原駅,en,Obara Sta.
大原駅,ko,오바라 역
大原駅,zh-cn,大原站
大原駅,zh-tw,大原站
大川橋,ja,大川橋
大川橋,ja-Hrkt,おおかわばし
大川橋,en,Okawabashi
大川橋,ko,오카와바시
大川橋,zh-cn,大川桥
大川橋,zh-tw,大川橋
大谷橋,ja,大谷橋
大谷橋,ja-Hrkt,おおたにばし
大谷橋,en,Otanibashi
大谷橋,ko,오타니바시
大谷橋,zh-cn,大谷桥
大谷橋,zh-tw,大谷橋
中吉山,ja,中吉山
中吉山,ja-Hrkt,なかよしやま
中吉山,en,Naka-yoshiyama
中吉山,ko,나카요시야마
中吉山,zh-cn,中吉山
中吉山,zh-tw,中吉山
中田口,ja,中田口
中田口,ja-Hrkt,なかたぐち
中田口,en,Nakata-guchi
中田口,ko,나카타 구치
中田口,zh-cn,中田口
中田口,zh-tw,中田口
中萩原,ja,中萩原
中萩原,ja-Hrkt,なかはぎはら
中萩原,en,Naka-hagiwara
中萩原,ko,나카 하기와라
中萩原,zh-cn,中萩原
中萩原,zh-tw,中萩原
忠央,ja,忠央
忠央,ja-Hrkt,ただおう
忠央,en,Tadao
忠央,ko,다다오
忠央,zh-cn,忠央
忠央,zh-tw,忠央
追崎,ja,追崎
追崎,ja-Hrkt,おっさき
追崎,en,Ossaki
追崎,ko,옷사키
追崎,zh-cn,追崎
追崎,zh-tw,追崎
椿原,ja,椿原
椿原,ja-Hrkt,つばきはら
椿原,en,Tsubakihara
椿原,ko,쓰바키하라
椿原,zh-cn,椿原
椿原,zh-tw,椿原
天皇原,ja,天皇原
天皇原,ja-Hrkt,てんのうばら
天皇原,en,Tennobara
天皇原,ko,덴노바라
天皇原,zh-cn,天皇原
天皇原,zh-tw,天皇原
藤田橋,ja,藤田橋
藤田橋,ja-Hrkt,ふじたばし
藤田橋,en,Fujitabashi
藤田橋,ko,후지타바시
藤田橋,zh-cn,藤田桥
藤田橋,zh-tw,藤田橋
日浦西小学校,ja,日浦西小学校
日浦西小学校,ja-Hrkt,ひうらにししょうがっこう
日浦西小学校,en,Hiura-nishi Shogakko (Hiura-nishi Elementary School)
日浦西小学校,ko,히우라 니시 초등학교
日浦西小学校,zh-cn,日浦西小学
日浦西小学校,zh-tw,日浦西小學
八丁橋,ja,八丁橋
八丁橋,ja-Hrkt,はっちょうばし
八丁橋,en,Hatchobashi
八丁橋,ko,핫초바시
八丁橋,zh-cn,八丁桥
八丁橋,zh-tw,八丁橋
飯室西,ja,飯室西
飯室西,ja-Hrkt,いむろにし
飯室西,en,Imuro-nishi
飯室西,ko,이무로 니시
飯室西,zh-cn,饭室西
飯室西,zh-tw,飯室西
飯室毛木,ja,飯室毛木
飯室毛木,ja-Hrkt,いむろけぎ
飯室毛木,en,Imuro Kegi
飯室毛木,ko,이무로케기
飯室毛木,zh-cn,饭室毛木
飯室毛木,zh-tw,飯室毛木
尾淵,ja,尾淵
尾淵,ja-Hrkt,おぶち
尾淵,en,Obuchi
尾淵,ko,오부치
尾淵,zh-cn,尾渊
尾淵,zh-tw,尾淵
布,ja,布
布,ja-Hrkt,ぬの
布,en,Nuno
布,ko,누노
布,zh-cn,布
布,zh-tw,布
上布,ja,上布
上布,ja-Hrkt,かみぬの
上布,en,Kami-nuno
上布,ko,가미누노
上布,zh-cn,上布
上布,zh-tw,上布
槙原,ja,槙原
槙原,ja-Hrkt,まきはら
槙原,en,Makihara
槙原,ko,마키하라
槙原,zh-cn,槙原
槙原,zh-tw,槙原
名原口,ja,名原口
名原口,ja-Hrkt,なばらぐち
名原口,en,Nabara-guchi
名原口,ko,나바라 구치
名原口,zh-cn,名原口
名原口,zh-tw,名原口
毛木,ja,毛木
毛木,ja-Hrkt,けぎ
毛木,en,Kegi
毛木,ko,게기
毛木,zh-cn,毛木
毛木,zh-tw,毛木
野稲原,ja,野稲原
野稲原,ja-Hrkt,のいねばら
野稲原,en,Noinebara
野稲原,ko,노이네바라
野稲原,zh-cn,野稻原
野稲原,zh-tw,野稻原
野平口,ja,野平口
野平口,ja-Hrkt,のひらぐち
野平口,en,Nohira-guchi
野平口,ko,노히라 구치
野平口,zh-cn,野平口
野平口,zh-tw,野平口
油木,ja,油木
