trans_id,lang,translation
若葉台中央北,ja-Hrkt,わかばだいちゅうおうこうえんきた
若葉台中央北,en,Wakabadai-chuo Koen-kita (Wakabadai-chuo Park North)
若葉台中央北,ko,와카바다이 추오 공원
若葉台中央北,zh-cn,若叶台中央公园北
若葉台中央北,zh-tw,若葉臺中央公園北
若葉台東公園前,ja,若葉台東公園前
若葉台東公園前,ja-Hrkt,わかばだいひがしこうえんまえ
若葉台東公園前,en,Wakabadai Higashi Koen-mae (Wakabadai-higashi Park)
若葉台東公園前,ko,와카바다이 히가시 공원
若葉台東公園前,zh-cn,若叶台东公园前
若葉台東公園前,zh-tw,若葉臺東公園前
若葉台東上,ja,若葉台東上
若葉台東上,ja-Hrkt,わかばだいひがしかみ
若葉台東上,en,Wakabadai-higashi-kami
若葉台東上,ko,와카바다이 히가시 카미
若葉台東上,zh-cn,若叶台东上
若葉台東上,zh-tw,若葉臺東上
若葉台入口,ja,若葉台入口
若葉台入口,ja-Hrkt,わかばだいいりぐち
若葉台入口,en,Wakabadai-iriguchi
若葉台入口,ko,와카바다이 이리구치
若葉台入口,zh-cn,若叶台入口
若葉台入口,zh-tw,若葉臺入口
若葉台北公園前,ja,若葉台北公園前
若葉台北公園前,ja-Hrkt,わかばだいきたこうえんまえ
若葉台北公園前,en,Wakabadai-kita Koen-mae (Wakabadai-kita Park)
若葉台北公園前,ko,와카바다이 키타 공원
若葉台北公園前,zh-cn,若叶台北公园前
若葉台北公園前,zh-tw,若葉臺北公園前
沼田営業所,ja,沼田営業所
沼田営業所,ja-Hrkt,ぬまたえいぎょうしょ
沼田営業所,en,Numata Eigyosho
沼田営業所,ko,누마타 영업소
沼田営業所,zh-cn,沼田营业所
沼田営業所,zh-tw,沼田營業所
上安,ja,上安
上安,ja-Hrkt,かみやす
上安,en,Kami-yasu
上安,ko,가미야스
上安,zh-cn,上安
上安,zh-tw,上安
上大町,ja,上大町
上大町,ja-Hrkt,かみおおまち
上大町,en,Kami-omachi
上大町,ko,가미오마치
上大町,zh-cn,上大町
上大町,zh-tw,上大町
瀬戸下,ja,瀬戸下
瀬戸下,ja-Hrkt,せとしも
瀬戸下,en,Seto-shimo
瀬戸下,ko,세토 시모
瀬戸下,zh-cn,濑户下
瀬戸下,zh-tw,瀨戶下
瀬戸上,ja,瀬戸上
瀬戸上,ja-Hrkt,せとかみ
瀬戸上,en,Seto-kami
瀬戸上,ko,세토 카미
瀬戸上,zh-cn,濑户上
瀬戸上,zh-tw,瀨戶上
相田,ja,相田
相田,ja-Hrkt,あいだ
相田,en,Aita
相田,ko,아이타
相田,zh-cn,相田
相田,zh-tw,相田
大曲り,ja,大曲り
大曲り,ja-Hrkt,おおまがり
大曲り,en,Omagari
大曲り,ko,오마가리
大曲り,zh-cn,大曲
大曲り,zh-tw,大曲
大町,ja,大町
大町,ja-Hrkt,おおまち
大町,en,Omachi
大町,ko,오마치
大町,zh-cn,大町
大町,zh-tw,大町
大町駅,ja,大町駅
大町駅,ja-Hrkt,おおまちえき
大町駅,en,Omachi Sta.
大町駅,ko,오마치 역
大町駅,zh-cn,大町站
大町駅,zh-tw,大町站
長楽寺,ja,長楽寺
長楽寺,ja-Hrkt,ちょうらくじ
長楽寺,en,Chorakuji
長楽寺,ko,조라쿠지
長楽寺,zh-cn,长乐寺
長楽寺,zh-tw,長樂寺
東亜ハイツ,ja,東亜ハイツ
東亜ハイツ,ja-Hrkt,とうあはいつ
東亜ハイツ,en,Toa Heights
東亜ハイツ,ko,도아 하이츠
東亜ハイツ,zh-cn,东亚公寓
東亜ハイツ,zh-tw,東亞公寓
東亜ハイツ下,ja,東亜ハイツ下
東亜ハイツ下,ja-Hrkt,とうあはいつしも
東亜ハイツ下,en,Toa Heights-shimo
東亜ハイツ下,ko,도아 하이츠 시모
東亜ハイツ下,zh-cn,东亚公寓下
東亜ハイツ下,zh-tw,東亞公寓下
東亜ハイツ上,ja,東亜ハイツ上
東亜ハイツ上,ja-Hrkt,とうあはいつかみ
東亜ハイツ上,en,Toa Heights-kami
東亜ハイツ上,ko,도아 하이츠 카미
東亜ハイツ上,zh-cn,东亚公寓上
東亜ハイツ上,zh-tw,東亞公寓上
東亜ハイツ中,ja,東亜ハイツ中
東亜ハイツ中,ja-Hrkt,とうあはいつなか
東亜ハイツ中,en,Toa Heights-naka
東亜ハイツ中,ko,도아 하이츠 나카
東亜ハイツ中,zh-cn,东亚公寓中
東亜ハイツ中,zh-tw,東亞公寓中
東亜ハイツ入口,ja,東亜ハイツ入口
東亜ハイツ入口,ja-Hrkt,とうあはいついりぐち
東亜ハイツ入口,en,Toa Heights-iriguchi
東亜ハイツ入口,ko,도아 하이츠 이리구치
東亜ハイツ入口,zh-cn,东亚公寓入口
東亜ハイツ入口,zh-tw,東亞公寓入口
日浦口,ja,日浦口
日浦口,ja-Hrkt,ひうらぐち
日浦口,en,Hiura-guchi
日浦口,ko,히우라 구치
日浦口,zh-cn,日浦口
日浦口,zh-tw,日浦口
伴安,ja,伴安
伴安,ja-Hrkt,ともやす
伴安,en,Tomoyasu
伴安,ko,도모야스
伴安,zh-cn,伴安
伴安,zh-tw,伴安
伴学校,ja,伴学校
伴学校,ja-Hrkt,ともがっこう
伴学校,en,Tomo Gakko (Tomo School)
伴学校,ko,도모 갓코
伴学校,zh-cn,伴学校
伴学校,zh-tw,伴學校
伴交番前,ja,伴交番前
伴交番前,ja-Hrkt,ともこうばんまえ
伴交番前,en,Tomo Koban-mae (Tomo Police Box)
伴交番前,ko,도모 파출소
伴交番前,zh-cn,伴派出所前
伴交番前,zh-tw,伴派出所前
尾越,ja,尾越
尾越,ja-Hrkt,おごし
尾越,en,Ogoshi
尾越,ko,오고시
尾越,zh-cn,尾越
尾越,zh-tw,尾越
緑ヶ丘団地,ja,緑ヶ丘団地
緑ヶ丘団地,ja-Hrkt,みどりがおかだんち
緑ヶ丘団地,en,Midorigaoka Danchi
緑ヶ丘団地,ko,미도리가오카 단치
緑ヶ丘団地,zh-cn,绿丘团地
緑ヶ丘団地,zh-tw,綠丘團地
緑ヶ丘団地下,ja,緑ヶ丘団地下
緑ヶ丘団地下,ja-Hrkt,みどりがおかだんちしも
緑ヶ丘団地下,en,Midorigaoka Danchi-shimo
緑ヶ丘団地下,ko,미도리가오카 단치 시모
緑ヶ丘団地下,zh-cn,绿丘团地下
緑ヶ丘団地下,zh-tw,綠丘團地下
緑ヶ丘団地中,ja,緑ヶ丘団地中
緑ヶ丘団地中,ja-Hrkt,みどりがおかだんちなか
緑ヶ丘団地中,en,Midorigaoka Danchi-naka
緑ヶ丘団地中,ko,미도리가오카 단치 나카
緑ヶ丘団地中,zh-cn,绿丘团地中
緑ヶ丘団地中,zh-tw,綠丘團地中
和楽荘,ja,和楽荘
和楽荘,ja-Hrkt,わらくそう
和楽荘,en,Warakuso
和楽荘,ko,와라쿠소
和楽荘,zh-cn,和乐庄
和楽荘,zh-tw,和樂莊
沼田自動車学校前,ja,沼田自動車学校前
沼田自動車学校前,ja-Hrkt,ぬまたじどうしゃがっこうまえ
三建産業前,ja,三建産業前
三建産業前,ja-Hrkt,さんけんさんぎょうまえ
伴福祉センター前,ja,伴福祉センター前
伴福祉センター前,ja-Hrkt,ともふくしせんたーまえ
平和台入口,ja,平和台入口
平和台入口,ja-Hrkt,へいわだいいりぐち
平和台下,ja,平和台下
平和台下,ja-Hrkt,へいわだいしも
平和台中,ja,平和台中
平和台中,ja-Hrkt,へいわだいなか
安西小学校,ja,安西小学校
安西小学校,ja-Hrkt,やすにししょうがっこう
安西高校下,ja,安西高校下
安西高校下,ja-Hrkt,やすにしこうこうしも
安西高校,ja,安西高校
安西高校,ja-Hrkt,やすにしこうこう
安西中学校,ja,安西中学校
安西中学校,ja-Hrkt,やすにしちゅうがっこう
平和台上,ja,平和台上
平和台上,ja-Hrkt,へいわだいかみ
北部医療センター,ja,北部医療センター
北部医療センター,ja-Hrkt,ほくぶいりょうせんたーあさしみんびょういん
北部医療センター安佐市民病院,ja,北部医療センター安佐市民病院
北部医療センター安佐市民病院,ja-Hrkt,ほくぶいりょうせんたーあさしみんびょういん
