trans_id,lang,translation
早瀬桟橋前,zh-cn,早濑栈桥前
早瀬桟橋前,zh-tw,早瀨棧橋前
南浜,ja,南浜
南浜,ja-Hrkt,みなみはま
南浜,en,Minamihama
南浜,ko,미나미하마
南浜,zh-cn,南滨
南浜,zh-tw,南濱
鳥ヶ首,ja,鳥ヶ首
鳥ヶ首,ja-Hrkt,とりがくび
鳥ヶ首,en,Torigakubi
鳥ヶ首,ko,도리가쿠비
鳥ヶ首,zh-cn,鸟首
鳥ヶ首,zh-tw,鳥首
鯉の浦,ja,鯉の浦
鯉の浦,ja-Hrkt,こいのうら
鯉の浦,en,Koinoura
鯉の浦,ko,고이노우라
鯉の浦,zh-cn,鲤之浦
鯉の浦,zh-tw,鯉之浦
藤の脇桟橋,ja,藤の脇桟橋
藤の脇桟橋,ja-Hrkt,ふじのわきさんばし
藤の脇桟橋,en,Fujinowaki Sambashi (Fujinowaki Pier)
藤の脇桟橋,ko,후지노와키 산바시
藤の脇桟橋,zh-cn,藤之胁栈桥
藤の脇桟橋,zh-tw,藤之脅棧橋
音戸の瀬戸,ja,音戸の瀬戸
音戸の瀬戸,ja-Hrkt,おんどのせと
音戸の瀬戸,en,Ondo-no-Seto
音戸の瀬戸,ko,온도노세토
音戸の瀬戸,zh-cn,音户之濑户
音戸の瀬戸,zh-tw,音戶之瀨戶
県営警固屋アパート前,ja,県営警固屋アパート前
県営警固屋アパート前,ja-Hrkt,けんえいけごやあぱーとまえ
県営警固屋アパート前,en,Kenei Kegoya Apart-mae
県営警固屋アパート前,ko,겐에이 케고야 아파트 마에
県営警固屋アパート前,zh-cn,县营警固屋公寓前
県営警固屋アパート前,zh-tw,縣營警固屋公寓前
警固屋９丁目西,ja,警固屋９丁目西
警固屋９丁目西,ja-Hrkt,けごやきゅうちょうめにし
警固屋９丁目西,en,Kegoya-kyuchome-nishi (Kegoya 9 West)
警固屋９丁目西,ko,게고야 9초메 니시
警固屋９丁目西,zh-cn,警固屋9丁目西
警固屋９丁目西,zh-tw,警固屋9丁目西
警固屋９丁目,ja,警固屋９丁目
警固屋９丁目,ja-Hrkt,けごやきゅうちょうめ
警固屋９丁目,en,Kegoya-kyuchome (Kegoya 9)
警固屋９丁目,ko,게고야 9초메
警固屋９丁目,zh-cn,警固屋9丁目
警固屋９丁目,zh-tw,警固屋9丁目
見晴口,ja,見晴口
見晴口,ja-Hrkt,みはらしぐち
見晴口,en,Miharashi-guchi
見晴口,ko,미하라시 구치
見晴口,zh-cn,见晴口
見晴口,zh-tw,見晴口
長郷,ja,長郷
長郷,ja-Hrkt,ながごう
長郷,en,Nagago
長郷,ko,나가고
長郷,zh-cn,长乡
長郷,zh-tw,長鄉
火山峠,ja,火山峠
火山峠,ja-Hrkt,ひのやまとうげ
火山峠,en,Hinoyama-toge
火山峠,ko,히노야마 토게
火山峠,zh-cn,火山峠
火山峠,zh-tw,火山峠
冠崎西,ja,冠崎西
冠崎西,ja-Hrkt,かぶらさきにし
